"","abslat","urban2","season","Slope","conf.low","conf.high","p.value"
"19","slope","Natural","Summer",-0.0473793743742439,-0.0548519873338183,-0.0399067614146695,2.82522079133448e-35
"20","slope","Natural","Winter",-0.164192966064222,-0.17300355184264,-0.155382380285805,3.91982807517763e-279
"21","slope","Suburban","Summer",-0.0127444268355196,-0.0196397736102656,-0.0058490800607737,0.000292410419902289
"22","slope","Suburban","Winter",-0.108744248281466,-0.115010878611842,-0.102477617951091,9.94041301718863e-244
"23","slope","Urban","Summer",-0.00643120921183999,-0.0140248703659637,0.00116245194228368,0.0969222598008257
"24","slope","Urban","Winter",-0.0782738042480916,-0.0855285384744019,-0.0710190700217814,9.54302563512507e-98
"25","slope","Natural","Summer",-0.0469102341210034,-0.0543808394694574,-0.0394396287725494,1.23442286700754e-34
"26","slope","Natural","Winter",-0.162167069080696,-0.17097476852426,-0.153359369637131,8.39837696611304e-273
"27","slope","Suburban","Summer",-0.0132286780440122,-0.0201225122790805,-0.00633484380894382,0.000169701807475804
"28","slope","Suburban","Winter",-0.109677614410805,-0.115946068795553,-0.103409160026058,1.36126954323461e-247
"29","slope","Urban","Summer",-0.00769191434206437,-0.0152838157361166,-0.000100012948012133,0.0470577323833723
"30","slope","Urban","Winter",-0.0767441349918464,-0.0839954425006379,-0.0694928274830549,3.523589060269e-94
"31","slope","Natural","Summer",-0.0475014717826901,-0.0549726712202987,-0.0400302723450815,1.84536035916382e-35
"32","slope","Natural","Winter",-0.16135123814773,-0.170155094358536,-0.152547381936924,1.99645667020502e-270
"33","slope","Suburban","Summer",-0.0133019115248365,-0.0201923567042578,-0.00641146634541516,0.00015496386828715
"34","slope","Suburban","Winter",-0.108403663225052,-0.114665586012893,-0.102141740437211,1.26965450902578e-242
"35","slope","Urban","Summer",-0.00784183063292481,-0.0154328508255481,-0.000250810440301569,0.0428968761870948
"36","slope","Urban","Winter",-0.0807289547328996,-0.0879788528277664,-0.0734790566380327,6.95779841483739e-104
"37","slope","Natural","Summer",-0.0492189374243496,-0.0566731756622574,-0.0417646991864419,4.28952851566718e-38
"38","slope","Natural","Winter",-0.162618652419765,-0.171406572633721,-0.153830732205809,2.03031154288951e-275
"39","slope","Suburban","Summer",-0.010682761581157,-0.0175619063041657,-0.00380361685814824,0.00233942364095453
"40","slope","Suburban","Winter",-0.108428688180768,-0.114678814550702,-0.102178561810835,1.32733357434035e-243
"41","slope","Urban","Summer",-0.00684434891434648,-0.0144194697600774,0.000730771931384431,0.0765759095237537
"42","slope","Urban","Winter",-0.0767023603105161,-0.0839387620632138,-0.0694659585578184,1.86877009324735e-94
"43","slope","Natural","Summer",-0.0476259722102127,-0.0551005293625148,-0.0401514150579106,1.31888126031342e-35
"44","slope","Natural","Winter",-0.161096254420365,-0.169908302778935,-0.152284206061794,3.86556322405865e-269
"45","slope","Suburban","Summer",-0.0127836641914341,-0.0196807067274322,-0.0058866216554361,0.000281030941077358
"46","slope","Suburban","Winter",-0.108970373345713,-0.115239412009846,-0.102701334681579,1.62333228431087e-244
"47","slope","Urban","Summer",-0.00395014424181153,-0.0115453152089301,0.00364502672530708,0.308012447897362
"48","slope","Urban","Winter",-0.0744568213227047,-0.0817077312681023,-0.067205911377307,7.5651055151711e-89
"49","slope","Natural","Summer",-0.0470200624849191,-0.054467254171924,-0.0395728707979142,5.37852941897625e-35
"50","slope","Natural","Winter",-0.162947245573205,-0.171725389835243,-0.154169101311166,4.62483351925541e-277
"51","slope","Suburban","Summer",-0.0130164714215703,-0.0198849158021585,-0.00614802704098214,0.000204257788669825
"52","slope","Suburban","Winter",-0.109603115856247,-0.115849751893255,-0.10335647981924,6.39452569468404e-249
"53","slope","Urban","Summer",-0.0105781344539001,-0.0181452247879674,-0.0030110441198328,0.00614990254263703
"54","slope","Urban","Winter",-0.0773416262267612,-0.0845692875893708,-0.0701139648641516,3.32816330349941e-96
"55","slope","Natural","Summer",-0.0472347829260567,-0.0547145178863308,-0.0397550479657826,5.22042364869728e-35
"56","slope","Natural","Winter",-0.161531028110257,-0.170345660588173,-0.152716395632341,2.27279158553729e-270
"57","slope","Suburban","Summer",-0.0121107051986746,-0.0190108505301672,-0.00521055986718206,0.000582755304230823
"58","slope","Suburban","Winter",-0.107792797480709,-0.114063352636043,-0.101522242325375,2.15390391127634e-239
"59","slope","Urban","Summer",-0.0058108643727359,-0.0134098273812951,0.00178809863582329,0.133922673851737
"60","slope","Urban","Winter",-0.0760133122413216,-0.0832712389216449,-0.0687553855609983,2.70814046994747e-92
"61","slope","Natural","Summer",-0.0461373717511149,-0.053602084162116,-0.0386726593401137,1.29459460789972e-33
"62","slope","Natural","Winter",-0.159649368346997,-0.16844787015007,-0.150850866543925,2.4327583774158e-265
"63","slope","Suburban","Summer",-0.013468837349321,-0.0203568484683889,-0.00658082623025318,0.000127220707075243
"64","slope","Suburban","Winter",-0.108509474794955,-0.114770298246057,-0.102248651343852,3.71591825408095e-243
"65","slope","Urban","Summer",-0.00797231875347703,-0.0155573456402496,-0.000387291866704418,0.0393961458007171
"66","slope","Urban","Winter",-0.0808915010052913,-0.0881341908079769,-0.0736488112026056,1.72915747541004e-104
"67","slope","Natural","Summer",-0.0469577471189429,-0.0544133253500998,-0.039502168887786,7.80958531223802e-35
"68","slope","Natural","Winter",-0.16161035393015,-0.170398082408272,-0.152822625452029,3.37362615396546e-272
"69","slope","Suburban","Summer",-0.0123548016764932,-0.0192356389862113,-0.00547396436677502,0.000433744625309152
"70","slope","Suburban","Winter",-0.109643044797184,-0.115896048126518,-0.10339004146785,1.30599069025803e-248
"71","slope","Urban","Summer",-0.00535790040769086,-0.0129351698694024,0.00221936905402065,0.165764778763727
"72","slope","Urban","Winter",-0.079792171951323,-0.0870333602997741,-0.072550983602872,8.32815375177095e-102
"73","slope","Natural","Summer",-0.0475530783355687,-0.0550446706535538,-0.0400614860175837,2.37686602569202e-35
"74","slope","Natural","Winter",-0.162357680178111,-0.1711875517256,-0.153527808630622,4.14086718619063e-272
"75","slope","Suburban","Summer",-0.0117722405152759,-0.0186847155960345,-0.00485976543451735,0.000845455924910386
"76","slope","Suburban","Winter",-0.109358854077918,-0.115643818717711,-0.103073889438126,5.41981856910129e-245
"77","slope","Urban","Summer",-0.00700499941535057,-0.0146176735437814,0.000607674713080251,0.0713049211418605
"78","slope","Urban","Winter",-0.0769637365029221,-0.084231878391944,-0.0696955946139002,2.81228878630352e-94
"79","slope","Natural","Summer",-0.0472216460456809,-0.0547098876363649,-0.0397334044549969,6.47575181211609e-35
"80","slope","Natural","Winter",-0.16391142322338,-0.172737684962767,-0.155085161483994,2.73718514999336e-277
"81","slope","Suburban","Summer",-0.0105320768755211,-0.0174402832396395,-0.00362387051140259,0.00280956357549223
"82","slope","Suburban","Winter",-0.10818768042079,-0.114467613848633,-0.101907746992948,2.20577386921141e-240
"83","slope","Urban","Summer",-0.0098809854389121,-0.0174892224378636,-0.00227274843996059,0.0109174924780311
"84","slope","Urban","Winter",-0.0793584277547021,-0.0866255462304466,-0.0720913092789576,4.77085765294694e-100
"85","slope","Natural","Summer",-0.0468807930416328,-0.0543509439087007,-0.039410642174565,1.34458010342993e-34
"86","slope","Natural","Winter",-0.163277953619445,-0.172084703841526,-0.154471203397363,2.04049471457889e-276
"87","slope","Suburban","Summer",-0.0134360811055572,-0.0203307188212524,-0.00654144338986193,0.000134106995401366
"88","slope","Suburban","Winter",-0.107401889885722,-0.113668838121238,-0.101134941650206,5.31055384454248e-238
"89","slope","Urban","Summer",-0.00499757426000839,-0.0125890873218135,0.00259393880179678,0.196941172080648
"90","slope","Urban","Winter",-0.0770370457272324,-0.0842872060509852,-0.0697868854034795,6.65414212189418e-95
"91","slope","Natural","Summer",-0.0468175974848562,-0.0542955669631453,-0.0393396280065671,1.92729291006612e-34
"92","slope","Natural","Winter",-0.16151715122217,-0.170333739729991,-0.15270056271435,3.27008375461268e-270
"93","slope","Suburban","Summer",-0.0118551291834479,-0.0187555673634243,-0.00495469100347163,0.000760409413709542
"94","slope","Suburban","Winter",-0.108555725347091,-0.114829376460569,-0.102282074233613,2.0926626108369e-242
"95","slope","Urban","Summer",-0.00506310868185133,-0.0126624912345671,0.00253627387086441,0.191593034929625
"96","slope","Urban","Winter",-0.0794245980478834,-0.0866875019805823,-0.0721616941151846,2.5431628516048e-100
"97","slope","Natural","Summer",-0.0477921270711859,-0.0552792096335218,-0.04030504450885,9.9552908248394e-36
"98","slope","Natural","Winter",-0.161873923028787,-0.17070019797016,-0.153047648087414,8.79747470838788e-271
"99","slope","Suburban","Summer",-0.0114472108234036,-0.0183548232753575,-0.00453959837144966,0.0011636661092488
"100","slope","Suburban","Winter",-0.107312202134725,-0.113592267453466,-0.101032136815983,1.12011455790228e-236
"101","slope","Urban","Summer",-0.00900046774762735,-0.0166078145999314,-0.00139312089532335,0.0204045058795228
"102","slope","Urban","Winter",-0.0783186867201044,-0.0855845788474403,-0.0710527945927686,1.44977094721399e-97
"103","slope","Natural","Summer",-0.0470592253195223,-0.0545249846242859,-0.0395934660147586,6.92235225470391e-35
"104","slope","Natural","Winter",-0.163671275054571,-0.172473104669305,-0.154869445439837,5.61685832942819e-278
"105","slope","Suburban","Summer",-0.0112463493437481,-0.0181356581638907,-0.0043570405236055,0.00137834022847984
"106","slope","Suburban","Winter",-0.108672341006516,-0.114933027194722,-0.10241165481831,7.30822654913804e-244
"107","slope","Urban","Summer",-0.00891760614124835,-0.0165041407643059,-0.00133107151819079,0.0212348284082493
"108","slope","Urban","Winter",-0.0765092357606921,-0.08375554132912,-0.0692629301922642,9.49804631990553e-94
"109","slope","Natural","Summer",-0.0480439993716223,-0.0555249425336773,-0.0405630562095672,3.84098355050588e-36
"110","slope","Natural","Winter",-0.161258943100352,-0.170077797139452,-0.152440089061253,2.92310523130845e-269
"111","slope","Suburban","Summer",-0.014307662359679,-0.0212086567085414,-0.00740666801081664,4.85236310543699e-05
"112","slope","Suburban","Winter",-0.109396513013397,-0.115671979367739,-0.103121046659054,7.34005233628372e-246
"113","slope","Urban","Summer",-0.010429035997305,-0.0180317583661011,-0.0028263136285089,0.00717913669185394
"114","slope","Urban","Winter",-0.0775349777799129,-0.0847976890709345,-0.0702722664888913,9.03525920898158e-96
"115","slope","Natural","Summer",-0.0470624742864458,-0.0545339290689239,-0.0395910195039678,7.69133172224432e-35
"116","slope","Natural","Winter",-0.16029190922281,-0.169097978949302,-0.151485839496318,6.16029841569759e-267
"117","slope","Suburban","Summer",-0.0116028240846484,-0.0184963223289317,-0.00470932584036499,0.000972000839855646
"118","slope","Suburban","Winter",-0.106017777173326,-0.112284661766324,-0.0997508925803285,3.45066021713101e-232
"119","slope","Urban","Summer",-0.0072649994594533,-0.0148566537875658,0.000326654868659163,0.0607045672757841
"120","slope","Urban","Winter",-0.0766795038482362,-0.0839321299132475,-0.069426877783225,5.40599005436334e-94
"121","slope","Natural","Summer",-0.0470508369947647,-0.0545041146946557,-0.0395975592948737,5.51369142324621e-35
"122","slope","Natural","Winter",-0.161710371391582,-0.170494751697687,-0.152925991085476,1.02744556385311e-272
"123","slope","Suburban","Summer",-0.0140170741755055,-0.0208934813881099,-0.00714066696290105,6.48623561413014e-05
"124","slope","Suburban","Winter",-0.109521477061856,-0.115773731791117,-0.103269222332595,3.84430851308128e-248
"125","slope","Urban","Summer",-0.0066582922761731,-0.0142296785435881,0.000913093991241885,0.0847759141938852
"126","slope","Urban","Winter",-0.0775910884019856,-0.0848239215059355,-0.0703582552980357,1.13785903470936e-96
"127","slope","Natural","Summer",-0.0477638305997762,-0.0552447864443874,-0.040282874755165,9.61049130016327e-36
"128","slope","Natural","Winter",-0.163532850852284,-0.172350050681164,-0.154715651023404,1.29855968914622e-276
"129","slope","Suburban","Summer",-0.0141035172961102,-0.0210042860632124,-0.00720274852900797,6.20635983159347e-05
"130","slope","Suburban","Winter",-0.109092880330019,-0.115362667206869,-0.102823093453169,5.52112700837535e-245
"131","slope","Urban","Summer",-0.00828448652728226,-0.0158837432017569,-0.000685229852807634,0.0326250387725892
"132","slope","Urban","Winter",-0.0795307874340261,-0.086793773722443,-0.0722678011456092,1.40779489499517e-100
"133","slope","Natural","Summer",-0.0475320273817866,-0.0549867801219913,-0.0400772746415818,1.18688918177533e-35
"134","slope","Natural","Winter",-0.163439326200955,-0.172227413248739,-0.154651239153171,4.71345731985445e-278
"135","slope","Suburban","Summer",-0.0114193352221905,-0.0182952251919902,-0.00454344525239071,0.00113522145833398
"136","slope","Suburban","Winter",-0.108577116065412,-0.114830494890093,-0.10232373724073,5.35089451074744e-244
"137","slope","Urban","Summer",-0.0063880353119021,-0.0139633828424568,0.00118731221865259,0.0983706927081925
"138","slope","Urban","Winter",-0.0780830264109461,-0.0853161457210494,-0.0708499071008428,7.53504084798905e-98
"139","slope","Natural","Summer",-0.0481039223710643,-0.0555692515067668,-0.0406385932353618,2.26598636854802e-36
"140","slope","Natural","Winter",-0.162771837242825,-0.171571150793645,-0.153972523692004,3.10270859875022e-275
"141","slope","Suburban","Summer",-0.0114743492256772,-0.0183632237747042,-0.0045854746766503,0.00109778635276401
"142","slope","Suburban","Winter",-0.107209172531815,-0.113470616168699,-0.100947728894931,1.38202408454991e-237
"143","slope","Urban","Summer",-0.00475838372443091,-0.0123448099190435,0.00282804247018173,0.218926991187892
"144","slope","Urban","Winter",-0.0798270205313002,-0.0870725527117099,-0.0725814883508905,8.9656647044096e-102
"145","slope","Natural","Summer",-0.0477592343352363,-0.0552501004669514,-0.0402683682035212,1.19874739216983e-35
"146","slope","Natural","Winter",-0.164138248190007,-0.172967121924774,-0.15530937445524,7.32581550888946e-278
"147","slope","Suburban","Summer",-0.0155896480798095,-0.0225017864570429,-0.00867750970257599,9.90358418018334e-06
"148","slope","Suburban","Winter",-0.107961166597838,-0.114245814221978,-0.101676518973699,4.4126454735036e-239
"149","slope","Urban","Summer",-0.00406549627598665,-0.0116765761825596,0.00354558363058629,0.295110718145463
"150","slope","Urban","Winter",-0.080360629056589,-0.0876320403551291,-0.0730892177580488,2.19997933783369e-102
"151","slope","Natural","Summer",-0.0475258994210786,-0.0549982888435697,-0.0400535099985876,1.74677388593067e-35
"152","slope","Natural","Winter",-0.162116716159193,-0.170923262161844,-0.153310170156542,1.03838312141021e-272
"153","slope","Suburban","Summer",-0.0136378742984222,-0.0205323820576586,-0.00674336653918579,0.000106105871816972
"154","slope","Suburban","Winter",-0.10901529636305,-0.115279223418705,-0.102751369307395,4.33450948144776e-245
"155","slope","Urban","Summer",-0.00984297158334216,-0.017434353698502,-0.00225158946818234,0.0110483173443945
"156","slope","Urban","Winter",-0.0794242783421868,-0.0866723323994664,-0.0721762242849073,1.02085316554538e-100
"157","slope","Natural","Summer",-0.047915589917562,-0.0554039641928889,-0.0404272156422352,6.83552870641698e-36
"158","slope","Natural","Winter",-0.165044071969299,-0.173873491604008,-0.156214652334589,9.5921977271447e-281
"159","slope","Suburban","Summer",-0.0130319835147915,-0.0199406019567119,-0.00612336507287113,0.000218588384781237
"160","slope","Suburban","Winter",-0.107638728560259,-0.113918624833558,-0.101358832286961,4.58668763579888e-238
"161","slope","Urban","Summer",-0.00507220632740832,-0.0126814159311417,0.00253700327632509,0.191369707192254
"162","slope","Urban","Winter",-0.0779125863017945,-0.0851824383058877,-0.0706427342977013,1.72513417916228e-96
"163","slope","Natural","Summer",-0.0467810567492955,-0.0542831388363363,-0.0392789746622547,3.50317744025887e-34
"164","slope","Natural","Winter",-0.160869948381586,-0.169713404096562,-0.15202649266661,1.29775472722675e-266
"165","slope","Suburban","Summer",-0.0127852137339988,-0.0197099168353841,-0.00586051063261356,0.000296748570040779
"166","slope","Suburban","Winter",-0.108500407443332,-0.114793634546823,-0.10220718033984,9.7770172135301e-241
"167","slope","Urban","Summer",-0.00808177568565301,-0.0157047888463056,-0.000458762525000381,0.0377186243274021
"168","slope","Urban","Winter",-0.0792909004302942,-0.0865714345427999,-0.0720103663177885,1.57716704138167e-99
"169","slope","Natural","Summer",-0.0459365573843205,-0.0534036379822738,-0.0384694767863672,2.55818368771513e-33
"170","slope","Natural","Winter",-0.161828062633654,-0.1706294518547,-0.153026673412609,4.31629754467251e-272
"171","slope","Suburban","Summer",-0.00992741562062139,-0.0168154303989245,-0.00303940084231828,0.00473385270218044
"172","slope","Suburban","Winter",-0.108364434326462,-0.114626972429181,-0.102101896223743,2.06903516846644e-242
"173","slope","Urban","Summer",-0.00941920613587796,-0.0170056135656692,-0.00183279870608668,0.0149585538558121
"174","slope","Urban","Winter",-0.0783565330350264,-0.0856034521540018,-0.0711096139160509,3.76912606210698e-98
"175","slope","Natural","Summer",-0.0476384069669241,-0.0551103183544266,-0.0401664955794217,1.19869863322489e-35
"176","slope","Natural","Winter",-0.162974386037237,-0.171780894413726,-0.154167877660747,1.86135913178683e-275
"177","slope","Suburban","Summer",-0.0118004039423274,-0.0186931466758776,-0.0049076612087771,0.000793586153706476
"178","slope","Suburban","Winter",-0.107828033166746,-0.114092996643504,-0.101563069689988,5.97220489735228e-240
"179","slope","Urban","Summer",-0.00779614303279706,-0.015385495484582,-0.000206790581012073,0.044076728520437
"180","slope","Urban","Winter",-0.0783750133364101,-0.085629516060626,-0.0711205106121942,5.36639197284831e-98
"181","slope","Natural","Summer",-0.0482336131968842,-0.05569338604409,-0.0407738403496785,1.31086993403272e-36
"182","slope","Natural","Winter",-0.161332145315215,-0.170124077884237,-0.152540212746193,4.60739416448697e-271
"183","slope","Suburban","Summer",-0.0137644887479712,-0.0206469979831111,-0.00688197951283136,8.89277463335771e-05
"184","slope","Suburban","Winter",-0.10736456594957,-0.11361708237882,-0.10111204952032,6.82534848938564e-239
"185","slope","Urban","Summer",-0.00464522664000396,-0.0122210725146455,0.00293061923463754,0.229430028702402
"186","slope","Urban","Winter",-0.0762516594176167,-0.0834915377240121,-0.0690117811112213,2.66755426471061e-93
"187","slope","Natural","Summer",-0.0454481189472388,-0.0529157489514969,-0.0379804889429806,1.19701394745343e-32
"188","slope","Natural","Winter",-0.162186283783148,-0.170988637163023,-0.153383930403272,3.52604512405104e-273
"189","slope","Suburban","Summer",-0.0130397126691387,-0.0199309936316417,-0.00614843170663564,0.000208905439307127
"190","slope","Suburban","Winter",-0.106758271303651,-0.113022599845725,-0.100493942761577,1.77857973912506e-235
"191","slope","Urban","Summer",-0.00569498214600367,-0.0132831555342808,0.00189319124227343,0.141287868262691
"192","slope","Urban","Winter",-0.0792534731794192,-0.0865042396812174,-0.072002706677621,3.15499092357668e-100
"193","slope","Natural","Summer",-0.0479221799159547,-0.0553838742536611,-0.0404604855782482,3.81830175206802e-36
"194","slope","Natural","Winter",-0.160199483986362,-0.168993215946309,-0.151405752026415,2.35245429002228e-267
"195","slope","Suburban","Summer",-0.0135761289831452,-0.0204600849001055,-0.00669217306618494,0.000111290094831151
"196","slope","Suburban","Winter",-0.109339208781867,-0.115594531457121,-0.103083886106612,3.99872367341896e-247
"197","slope","Urban","Summer",-0.00916996761772514,-0.0167523197339501,-0.00158761550150017,0.017775008267331
"198","slope","Urban","Winter",-0.0759435272088991,-0.0831840887333996,-0.0687029656843986,1.4765649149382e-92
"199","slope","Natural","Summer",-0.0474401734749596,-0.0549089182050238,-0.0399714287448953,2.1410983693991e-35
"200","slope","Natural","Winter",-0.163302388243947,-0.172106448603578,-0.154498327884316,1.17506065652995e-276
"201","slope","Suburban","Summer",-0.0118537610063463,-0.0187438801073508,-0.00496364190534172,0.000747684388763503
"202","slope","Suburban","Winter",-0.110428049620224,-0.11669052077257,-0.104165578467877,2.75673465879116e-251
"203","slope","Urban","Summer",-0.00516324614172884,-0.0127521827089678,0.00242569042551012,0.182354711368178
"204","slope","Urban","Winter",-0.0798575277443235,-0.0871010461679103,-0.0726140093207367,6.65031118391464e-102
"205","slope","Natural","Summer",-0.0462407732418179,-0.0537178663542944,-0.0387636801293415,1.18901079662784e-33
"206","slope","Natural","Winter",-0.161003994170671,-0.169816719148731,-0.152191269192611,8.28551510203383e-269
"207","slope","Suburban","Summer",-0.0126565087006975,-0.0195542558063284,-0.00575876159506659,0.000323511928982794
"208","slope","Suburban","Winter",-0.10952813705186,-0.11579787366088,-0.10325840044284,7.44536819960068e-247
"209","slope","Urban","Summer",-0.00728162237946562,-0.0148787591171377,0.000315514358206491,0.0603024382492712
"210","slope","Urban","Winter",-0.0761860345589186,-0.0834433228483019,-0.0689287462695354,1.0273688076184e-92
"211","slope","Natural","Summer",-0.0479575192905308,-0.0554169343863751,-0.0404981041946864,3.23888206251154e-36
"212","slope","Natural","Winter",-0.162117280208883,-0.17091039788572,-0.153324162532047,1.67573583969797e-273
"213","slope","Suburban","Summer",-0.0120615253914267,-0.0189431910869389,-0.00517985969591456,0.000593101970275473
"214","slope","Suburban","Winter",-0.109753332834458,-0.116008658263939,-0.103498007404978,6.54946275557044e-249
"215","slope","Urban","Summer",-0.00915504802603991,-0.0167320298235499,-0.0015780662285299,0.0178800348122418
"216","slope","Urban","Winter",-0.0788860667791845,-0.0861233759139507,-0.0716487576444182,1.08932295078122e-99
"217","slope","Natural","Summer",-0.0479481977303925,-0.0554135722069296,-0.0404828232538554,3.78838391550479e-36
"218","slope","Natural","Winter",-0.16290748204905,-0.171705148485408,-0.154109815612692,9.08499902938346e-276
"219","slope","Suburban","Summer",-0.0106420243667259,-0.0175278647529692,-0.00375618398048252,0.00245507638502217
"220","slope","Suburban","Winter",-0.108968941666664,-0.115229766856664,-0.102708116476664,4.02012233400292e-245
"221","slope","Urban","Summer",-0.00853812619726417,-0.016122748532109,-0.000953503862419392,0.0273615167478359
"222","slope","Urban","Winter",-0.0808542460344807,-0.0881012543771265,-0.0736072376918349,2.82315502035824e-104
"223","slope","Natural","Summer",-0.0473291539052548,-0.0548195881424763,-0.0398387196680333,4.78801136041436e-35
"224","slope","Natural","Winter",-0.16257295859309,-0.171403058597765,-0.153742858588416,8.81165292012241e-273
"225","slope","Suburban","Summer",-0.0130606130650845,-0.0199746995777053,-0.00614652655246376,0.000214165814367496
"226","slope","Suburban","Winter",-0.109567957604411,-0.115850186243306,-0.103285728965517,4.33054131645163e-246
"227","slope","Urban","Summer",-0.00710542201619188,-0.0147174250386172,0.000506581006233383,0.0673181604319755
"228","slope","Urban","Winter",-0.079240655498785,-0.0865103494059548,-0.0719709615916152,1.07963729950274e-99
"229","slope","Natural","Summer",-0.0475812501593347,-0.0550399972261555,-0.0401225030925139,1.09819683706977e-35
"230","slope","Natural","Winter",-0.162863611552419,-0.171656175206711,-0.154071047898127,6.24593922091707e-276
"231","slope","Suburban","Summer",-0.0120233086893829,-0.0189055825297186,-0.00514103484904714,0.000618046347769268
"232","slope","Suburban","Winter",-0.108923578703608,-0.115179979195248,-0.102667178211967,2.94082016299609e-245
"233","slope","Urban","Summer",-0.00667008222840896,-0.0142484884116297,0.000908323954811783,0.0845138640481302
"234","slope","Urban","Winter",-0.0811427221293631,-0.0883827762431323,-0.0739026680155938,3.44137357663747e-105
"235","slope","Natural","Summer",-0.0467171334537633,-0.0542069088153118,-0.0392273580922148,3.36297623978863e-34
"236","slope","Natural","Winter",-0.162439196590044,-0.171267715007176,-0.153610678172913,1.89833273604161e-272
"237","slope","Suburban","Summer",-0.0125105032523517,-0.0194198494168337,-0.00560115708786977,0.000387753461243481
"238","slope","Suburban","Winter",-0.108344629034583,-0.114625026124266,-0.102064231944899,5.16200053183251e-241
"239","slope","Urban","Summer",-0.00783889856515502,-0.0154478871114403,-0.000229910018869765,0.0434688318942078
"240","slope","Urban","Winter",-0.0769755413843725,-0.0842445148970642,-0.0697065678716808,2.7667628625694e-94
"241","slope","Natural","Summer",-0.0477098458188008,-0.0551586752467729,-0.0402610163908286,5.85195942946423e-36
"242","slope","Natural","Winter",-0.161835148326507,-0.170616497176725,-0.153053799476289,2.7108605651343e-273
"243","slope","Suburban","Summer",-0.0128656010031865,-0.0197392691189451,-0.00599193288742792,0.00024457027256932
"244","slope","Suburban","Winter",-0.108935602843307,-0.115182643193306,-0.102688562493308,5.20885824273225e-246
"245","slope","Urban","Summer",-0.00500736201503816,-0.0125757495349618,0.00256102550488552,0.194702614848402
"246","slope","Urban","Winter",-0.0778624155049372,-0.0850906088466907,-0.0706342221631837,1.91430021230151e-97
"247","slope","Natural","Summer",-0.0478090053932416,-0.0552570175550931,-0.0403609932313901,4.15020783744617e-36
"248","slope","Natural","Winter",-0.163676403038582,-0.172456064099207,-0.154896741977958,2.511260677775e-279
"249","slope","Suburban","Summer",-0.0125606959165414,-0.0194322424094164,-0.00568914942366651,0.00034084445644581
"250","slope","Suburban","Winter",-0.109243186307612,-0.115490409136512,-0.102995963478712,2.53975199419801e-247
"251","slope","Urban","Summer",-0.00750662145376156,-0.0150716212149414,5.83783074182614e-05,0.0517940938627573
"252","slope","Urban","Winter",-0.0807441192477812,-0.0879653820955765,-0.0735228563999858,1.01821542673481e-104
"253","slope","Natural","Summer",-0.0466831454936259,-0.0541618962906357,-0.039204394696616,3.00956179470186e-34
"254","slope","Natural","Winter",-0.161955533608769,-0.170772908171376,-0.153138159046162,1.46592155896566e-271
"255","slope","Suburban","Summer",-0.0138246764212844,-0.020725485797562,-0.00692386704500688,8.64901922046371e-05
"256","slope","Suburban","Winter",-0.109073754189396,-0.115343635206049,-0.102803873172744,6.77443824337734e-245
"257","slope","Urban","Summer",-0.00300575817524898,-0.0106028011611311,0.00459128481063315,0.438043352461765
"258","slope","Urban","Winter",-0.0805750540217533,-0.0878370643641593,-0.0733130436793474,3.60836433224753e-103
"259","slope","Natural","Summer",-0.0474531703541925,-0.0549117803151058,-0.0399945603932792,1.66390805782058e-35
"260","slope","Natural","Winter",-0.160609118000379,-0.169402366820493,-0.151815869180265,1.10472580083275e-268
