"","abslat","urban2","Slope","conf.low","conf.high","p.value"
"35","slope","Suburban",-0.0450239906846569,-0.0494469320928808,-0.040601049276433,4.66651538313907e-88
"36","slope","Urban",-0.0313903311989906,-0.0369869533481584,-0.0257937090498229,4.59216604173905e-28
"37","slope","Natural",-0.0563919912949275,-0.0591269745101508,-0.0536570080797043,0
"38","slope","Suburban",-0.0439396736898961,-0.0483805764326202,-0.039498770947172,2.53868904073977e-83
"39","slope","Urban",-0.0313570320327635,-0.0369693777996618,-0.0257446862658652,7.3302375630418e-28
"40","slope","Natural",-0.0563783092757405,-0.0591170001013896,-0.0536396184500913,0
"41","slope","Suburban",-0.0456945116509106,-0.0501416009680267,-0.0412474223337946,1.13446688058844e-89
"42","slope","Urban",-0.0320896683048609,-0.0377067487002022,-0.0264725879095196,4.72985775596968e-29
"43","slope","Natural",-0.0560586735584599,-0.0587929165924808,-0.053324430524439,0
"44","slope","Suburban",-0.0443828377134613,-0.0488204741257581,-0.0399452013011646,4.38193414589989e-85
"45","slope","Urban",-0.0306009252277963,-0.0362060301785051,-0.0249958202770874,1.11541281464094e-26
"46","slope","Natural",-0.0557856991918347,-0.0585192813796591,-0.0530521170040102,0
"47","slope","Suburban",-0.0447855156910519,-0.0492196104042362,-0.0403514209778675,9.99269911987937e-87
"48","slope","Urban",-0.029295725733095,-0.034902099441698,-0.023689352024492,1.39759262593662e-24
"49","slope","Natural",-0.0561802660563859,-0.0589187823152322,-0.0534417497975396,0
"50","slope","Suburban",-0.0455262332354011,-0.0499673617514429,-0.0410851047193594,2.90747658784027e-89
"51","slope","Urban",-0.0318592561715237,-0.0374743150315008,-0.0262441973115465,1.11337549462117e-28
"52","slope","Natural",-0.0561983891964814,-0.0589372073308328,-0.05345957106213,0
"53","slope","Suburban",-0.0447317881518853,-0.0491757212885122,-0.0402878550152584,3.74973065044448e-86
"54","slope","Urban",-0.0302984315421796,-0.0359142394650425,-0.0246826236193167,4.29023727094728e-26
"55","slope","Natural",-0.0554071020076762,-0.0581442312804222,-0.0526699727349302,0
"56","slope","Suburban",-0.0445767869650655,-0.0490200656949798,-0.0401335082351513,1.34588155800622e-85
"57","slope","Urban",-0.0290446131976039,-0.034656694221564,-0.0234325321736437,3.82352562175433e-24
"58","slope","Natural",-0.055907642317921,-0.0586365233166442,-0.0531787613191979,0
"59","slope","Suburban",-0.0446339644744673,-0.0490602150966484,-0.0402077138522861,1.87203024875838e-86
"60","slope","Urban",-0.0302352993545035,-0.0358318594977012,-0.0246387392113058,3.68637053563779e-26
"61","slope","Natural",-0.0561650077471651,-0.0589014403707638,-0.0534285751235664,0
"62","slope","Suburban",-0.0439196701704649,-0.0483603268055184,-0.0394790135354114,2.94679367808341e-83
"63","slope","Urban",-0.0305646553679529,-0.0361754594280325,-0.0249538513078734,1.43639750947604e-26
"64","slope","Natural",-0.0566161786816881,-0.0593495649300973,-0.0538827924332789,0
"65","slope","Suburban",-0.0437787404425669,-0.048212889703157,-0.0393445911819769,5.64455383724802e-83
"66","slope","Urban",-0.031132696373928,-0.0367351945462059,-0.0255301982016501,1.4040537776663e-27
"67","slope","Natural",-0.0562983619924153,-0.059036767191581,-0.0535599567932496,0
"68","slope","Suburban",-0.045437175680544,-0.0498751541961672,-0.0409991971649209,4.78708078583847e-89
"69","slope","Urban",-0.0287259560359365,-0.034341123134032,-0.023110788937841,1.25154578261721e-23
"70","slope","Natural",-0.0560373860591394,-0.0587700530057913,-0.0533047191124875,0
"71","slope","Suburban",-0.0440490576529173,-0.0484833313183045,-0.0396147839875301,5.72162337115229e-84
"72","slope","Urban",-0.0301631689074441,-0.0357647699319053,-0.0245615678829829,5.33449282575026e-26
"73","slope","Natural",-0.0559686610460982,-0.0586997514393302,-0.0532375706528661,0
"74","slope","Suburban",-0.0460440355734648,-0.0504729023375742,-0.0416151688093553,9.66526110435855e-92
"75","slope","Urban",-0.0297792045786464,-0.0353797344258322,-0.0241786747314606,2.1545656570017e-25
"76","slope","Natural",-0.0558571660770027,-0.0585896121647943,-0.0531247199892112,0
"77","slope","Suburban",-0.0457503130936735,-0.0501819603111176,-0.0413186658762293,1.70303426309129e-90
"78","slope","Urban",-0.0299995895880061,-0.0356030207808985,-0.0243961583951137,1.01367806540035e-25
"79","slope","Natural",-0.0562084678134328,-0.0589461085824606,-0.0534708270444051,0
"80","slope","Suburban",-0.0444233509057418,-0.0488668399107517,-0.0399798619007318,5.1136486320567e-85
"81","slope","Urban",-0.0285046126084297,-0.0341202696278757,-0.0228889555889838,2.74579351238364e-23
"82","slope","Natural",-0.0563370510934553,-0.0590796995416094,-0.0535944026453012,0
"83","slope","Suburban",-0.0448324445231144,-0.0492803473659791,-0.0403845416802498,2.22202665242067e-86
"84","slope","Urban",-0.0329700536344663,-0.0385927610884383,-0.0273473461804944,1.63089999838185e-30
"85","slope","Natural",-0.0552933622045407,-0.0580225223187321,-0.0525642020903493,0
"86","slope","Suburban",-0.0451997691666761,-0.0496271468837464,-0.0407723914496058,1.48562790076482e-88
"87","slope","Urban",-0.0307409375280429,-0.0363384388132572,-0.0251434362428287,5.61906644033501e-27
"88","slope","Natural",-0.0562307825368094,-0.0589669973275313,-0.0534945677460876,0
"89","slope","Suburban",-0.0454345281653792,-0.0498774295173728,-0.0409916268133856,7.62045302060077e-89
"90","slope","Urban",-0.030026198458998,-0.0356396362896218,-0.0244127606283742,1.11951079645834e-25
"91","slope","Natural",-0.0554917329664015,-0.0582286773178453,-0.0527547886149576,0
"92","slope","Suburban",-0.0455220284639382,-0.049962055958741,-0.0410820009691355,2.73208578491653e-89
"93","slope","Urban",-0.0293302802245776,-0.0349439434095077,-0.0237166170396474,1.41548792472276e-24
"94","slope","Natural",-0.0556137291240852,-0.0583512836685505,-0.0528761745796198,0
"95","slope","Suburban",-0.0447181474487447,-0.0491621468525661,-0.0402741480449233,4.24203698459807e-86
"96","slope","Urban",-0.0299671375254247,-0.0355840050838036,-0.0243502699670458,1.48783048592148e-25
"97","slope","Natural",-0.0564377273982312,-0.0591756312961469,-0.0536998235003155,0
"98","slope","Suburban",-0.0464658053024758,-0.050907100052975,-0.0420245105519765,7.08726244460649e-93
"99","slope","Urban",-0.0337061895937386,-0.0393189250470266,-0.0280934541404506,6.39962007647774e-32
"100","slope","Natural",-0.0564549164719797,-0.0591851550429542,-0.0537246779010052,0
"101","slope","Suburban",-0.0445917940543466,-0.0490204254709257,-0.0401631626377674,3.32098312848403e-86
"102","slope","Urban",-0.0290547691467251,-0.0346546184763787,-0.0234549198170716,2.93982778462983e-24
"103","slope","Natural",-0.0557224074764092,-0.0584612439352466,-0.0529835710175718,0
"104","slope","Suburban",-0.0431830042539461,-0.0476279095464479,-0.0387380989614444,2.04567549356252e-80
"105","slope","Urban",-0.0281246130690935,-0.0337434338722583,-0.0225057922659287,1.08563556558221e-22
"106","slope","Natural",-0.0564199042749921,-0.0591548182254769,-0.0536849903245073,0
"107","slope","Suburban",-0.0440207032767564,-0.0484589688696416,-0.0395824376838712,1.02114892435823e-83
"108","slope","Urban",-0.0323163728843431,-0.0379252880958909,-0.0267074576727953,1.60874029824077e-29
"109","slope","Natural",-0.056052488767882,-0.05878692126753,-0.053318056268234,0
"110","slope","Suburban",-0.0448582070766532,-0.0492961857114131,-0.0404202284418932,7.477318741452e-87
"111","slope","Urban",-0.0308960222692745,-0.0365029691221261,-0.025289075416423,3.8008126947921e-27
"112","slope","Natural",-0.056043789590477,-0.0587829510082923,-0.0533046281726618,0
"113","slope","Suburban",-0.0438674972045936,-0.0483108625299203,-0.039424131879267,5.7521299366578e-83
"114","slope","Urban",-0.0310360512124934,-0.0366540391849911,-0.0254180632399958,2.81504596256629e-27
"115","slope","Natural",-0.0555090091332607,-0.0582420459474827,-0.0527759723190387,0
"116","slope","Suburban",-0.0447574518163201,-0.0491907508264961,-0.0403241528061441,1.18877368588366e-86
"117","slope","Urban",-0.0297429028369312,-0.0353468754125394,-0.024138930261323,2.63164879230198e-25
"118","slope","Natural",-0.0560336795202446,-0.0587784589706414,-0.0532889000698479,0
"119","slope","Suburban",-0.0446910952212845,-0.0491453006600836,-0.0402368897824854,1.29289680228543e-85
"120","slope","Urban",-0.0305790939994689,-0.0362077526381762,-0.0249504353607615,1.95672188957659e-26
"121","slope","Natural",-0.0559583387799727,-0.058689241744614,-0.0532274358153314,0
"122","slope","Suburban",-0.0451576531969454,-0.0495894438898631,-0.0407258625040277,3.18768297941419e-88
"123","slope","Urban",-0.0276972243560477,-0.033295101808628,-0.0220993469034674,3.29366961926219e-22
"124","slope","Natural",-0.0564659234830784,-0.0591998409360735,-0.0537320060300833,0
"125","slope","Suburban",-0.0460801944967104,-0.0505150679972362,-0.0416453209961845,1.22176163329915e-91
"126","slope","Urban",-0.0303320817999097,-0.0359379626460841,-0.0247262009537352,3.1009137922726e-26
"127","slope","Natural",-0.0558471276119568,-0.058576005087757,-0.0531182501361566,0
"128","slope","Suburban",-0.0464607859990987,-0.0508913281192872,-0.0420302438789102,2.69669816397231e-93
"129","slope","Urban",-0.0314194871157808,-0.0370149068978189,-0.0258240673337426,3.99644339454555e-28
"130","slope","Natural",-0.0555148308512844,-0.0582447512050703,-0.0527849104974985,0
"131","slope","Suburban",-0.0455341005833069,-0.0499656461179679,-0.041102555048646,1.14149904939289e-89
"132","slope","Urban",-0.0342133640380214,-0.0398123123707161,-0.0286144157053268,5.47249089606466e-33
"133","slope","Natural",-0.0557511799749832,-0.0584810183251591,-0.0530213416248074,0
"134","slope","Suburban",-0.0433313095877149,-0.0477581405715278,-0.0389044786039019,1.34921583302912e-81
"135","slope","Urban",-0.0296939725176798,-0.0352917651533646,-0.0240961798819949,2.79182091799439e-25
"136","slope","Natural",-0.0563309350037658,-0.0590666084321417,-0.0535952615753898,0
"137","slope","Suburban",-0.0444467576424119,-0.0488844002315303,-0.0400091150532936,2.53218426849383e-85
"138","slope","Urban",-0.0346572066265873,-0.0402679765004075,-0.0290464367527672,1.14188333193927e-33
"139","slope","Natural",-0.0562796623793978,-0.0590092863145335,-0.053550038444262,0
"140","slope","Suburban",-0.0447417862973438,-0.0491657007007964,-0.0403178718938912,5.97723876841588e-87
"141","slope","Urban",-0.0322907441210473,-0.0378888431227284,-0.0266926451193663,1.39060734099609e-29
"142","slope","Natural",-0.0569482033559765,-0.0596836496492648,-0.0542127570626882,0
"143","slope","Suburban",-0.0455165326679593,-0.0499556313106255,-0.0410774340252932,2.63716754696587e-89
"144","slope","Urban",-0.0329431399661716,-0.0385543780522463,-0.0273319018800969,1.38613968416851e-30
"145","slope","Natural",-0.055206871195171,-0.0579341267360937,-0.0524796156542483,0
"146","slope","Suburban",-0.0445132244961596,-0.0489386042250216,-0.0400878447672977,4.93836738374319e-86
"147","slope","Urban",-0.0315167667771743,-0.0371111074366108,-0.0259224261177378,2.67646123529563e-28
"148","slope","Natural",-0.0562323184607548,-0.0589740139967973,-0.0534906229247124,0
"149","slope","Suburban",-0.043788014150258,-0.0482375464009734,-0.0393384818995425,1.88045059461758e-82
"150","slope","Urban",-0.0300179094354852,-0.0356401366808295,-0.024395682190141,1.37160879118588e-25
"151","slope","Natural",-0.0562508786545443,-0.0589836485371024,-0.0535181087719863,0
"152","slope","Suburban",-0.0454955668601444,-0.0499300493977138,-0.041061084322575,2.09097803075859e-89
"153","slope","Urban",-0.031837103231929,-0.0374435244756024,-0.0262306819882556,1.0024988177821e-28
"154","slope","Natural",-0.0563620913000979,-0.0590944397573324,-0.0536297428428635,0
"155","slope","Suburban",-0.0432856951329883,-0.0477204341798364,-0.0388509560861403,3.7909535228444e-81
"156","slope","Urban",-0.0282000273791553,-0.0338041821298768,-0.0225958726284337,6.48209081084452e-23
"157","slope","Natural",-0.0563490631795896,-0.0590856686538603,-0.0536124577053188,0
"158","slope","Suburban",-0.0444879465355486,-0.0489284457325384,-0.0400474473385588,2.2728776781832e-85
"159","slope","Urban",-0.0332400648249429,-0.0388526470548121,-0.0276274825950736,4.29990446593381e-31
"160","slope","Natural",-0.0562189197471187,-0.0589596642580343,-0.053478175236203,0
"161","slope","Suburban",-0.0453944079816028,-0.0498433887941937,-0.0409454271690118,1.86266491728293e-88
"162","slope","Urban",-0.0312696420748895,-0.0368916348584992,-0.0256476492912797,1.25877389815935e-27
"163","slope","Natural",-0.0563067432921472,-0.0590406507603788,-0.0535728358239157,0
"164","slope","Suburban",-0.0445891906219596,-0.0490271066319743,-0.0401512746119448,7.60941719763514e-86
"165","slope","Urban",-0.0316817179667885,-0.0372915117384221,-0.0260719241951548,1.97840444449636e-28
"166","slope","Natural",-0.0560285935186206,-0.0587570309004275,-0.0533001561368136,0
"167","slope","Suburban",-0.0452732490133918,-0.0497013288714612,-0.0408451691553224,8.2994966642664e-89
"168","slope","Urban",-0.0295570064720916,-0.0351512712629019,-0.0239627416812814,4.30221914216445e-25
"169","slope","Natural",-0.0555516956880452,-0.0582928972550481,-0.0528104941210422,0
"170","slope","Suburban",-0.0442637482887082,-0.0487061504441153,-0.0398213461333012,1.82545565929347e-84
"171","slope","Urban",-0.0320670267007933,-0.0376876042543527,-0.026446449147234,5.58950296016416e-29
"172","slope","Natural",-0.0555748151413861,-0.058306781950621,-0.0528428483321512,0
"173","slope","Suburban",-0.0441694244064118,-0.0486017787831036,-0.03973707002972,1.73715284675299e-84
"174","slope","Urban",-0.0310672199157217,-0.0366722506497166,-0.0254621891817267,1.90293356877525e-27
"175","slope","Natural",-0.0560993633455512,-0.0588318680909766,-0.0533668586001258,0
"176","slope","Suburban",-0.04533259022213,-0.0497646369759233,-0.0409005434683367,7.03763658975548e-89
"177","slope","Urban",-0.0323954864498216,-0.0379983934965483,-0.026792579403095,1.02391846512551e-29
"178","slope","Natural",-0.0557261832175729,-0.0584661134176784,-0.0529862530174673,0
"179","slope","Suburban",-0.044636513070728,-0.0490829873703234,-0.0401900387711326,1.06113079644961e-85
"180","slope","Urban",-0.0312974197071362,-0.0369165872836607,-0.0256782521306116,1.06595173157288e-27
"181","slope","Natural",-0.0563997687425225,-0.0591335986928166,-0.0536659387922285,0
"182","slope","Suburban",-0.0446129286821073,-0.0490477393032506,-0.040178118060964,4.736119018653e-86
"183","slope","Urban",-0.0327522315438451,-0.0383597867856074,-0.0271446763020828,2.74026498687341e-30
"184","slope","Natural",-0.0553505586868624,-0.0580820165807662,-0.0526191007929587,0
"185","slope","Suburban",-0.043615572561353,-0.0480455704203867,-0.0391855747023194,1.59032658841498e-82
"186","slope","Urban",-0.0291610623027102,-0.0347604592675867,-0.0235616653378338,1.99061090068998e-24
"187","slope","Natural",-0.0556639101161692,-0.0584017523581632,-0.0529260678741751,0
"188","slope","Suburban",-0.0448731153376009,-0.049316632575283,-0.0404295980999189,1.06694851563734e-86
"189","slope","Urban",-0.0315847206392003,-0.0371999609187868,-0.0259694803596138,3.24493576821989e-28
"190","slope","Natural",-0.0561259469757808,-0.0588715407069722,-0.0533803532445893,0
"191","slope","Suburban",-0.0455371023817856,-0.0499932154698424,-0.0410809892937288,1.01233960669246e-88
"192","slope","Urban",-0.0323161135820835,-0.0379483283379793,-0.0266838988261877,2.73196670372113e-29
"193","slope","Natural",-0.0555154772740447,-0.0582517883912015,-0.0527791661568879,0
"194","slope","Suburban",-0.0443955485022875,-0.0488313084388637,-0.0399597885657112,3.3439029076041e-85
"195","slope","Urban",-0.0322105034836276,-0.0378234116381791,-0.026597595329076,2.67688026312658e-29
"196","slope","Natural",-0.0552234545627818,-0.0579647055679495,-0.0524822035576141,0
"197","slope","Suburban",-0.043629116298759,-0.0480757299132039,-0.0391825026843142,5.62618040897905e-82
"198","slope","Urban",-0.0303614723557885,-0.0359842704054479,-0.0247386743061291,3.90570054793913e-26
"199","slope","Natural",-0.0555682383369627,-0.0583002078553472,-0.0528362688185782,0
"200","slope","Suburban",-0.0449543185835083,-0.0493876274722912,-0.0405210096947255,2.15141667377249e-87
"201","slope","Urban",-0.030479504054018,-0.0360804215698201,-0.0248785865382159,1.61545711716722e-26
"202","slope","Natural",-0.0561212373669226,-0.0588500788149388,-0.0533923959189064,0
"203","slope","Suburban",-0.0453503150701841,-0.0497764176181969,-0.0409242125221713,3.5259707719828e-89
"204","slope","Urban",-0.0318751699225482,-0.0374718472464189,-0.0262784925986775,6.95145850985318e-29
"205","slope","Natural",-0.055114799028676,-0.057853511441438,-0.0523760866159139,0
"206","slope","Suburban",-0.0431442648764711,-0.0475885686556798,-0.0386999610972625,2.69031805570629e-80
"207","slope","Urban",-0.0337189521141198,-0.0393361825993189,-0.0281017216289206,6.78591976601524e-32
"208","slope","Natural",-0.056731556981071,-0.059459169365325,-0.0540039445968171,0
"209","slope","Suburban",-0.0434685056434218,-0.0478927511630209,-0.0390442601238227,3.42051534986261e-82
"210","slope","Urban",-0.0313512049577372,-0.0369447920128532,-0.0257576179026212,5.00207917486673e-28
"211","slope","Natural",-0.0562553036379125,-0.0589921174739568,-0.0535184898018682,0
"212","slope","Suburban",-0.0453500850203168,-0.0497904921311769,-0.0409096779094566,1.27689907691075e-88
"213","slope","Urban",-0.0273335014395218,-0.0329451445025618,-0.0217218583764818,1.42200235774794e-21
"214","slope","Natural",-0.0559537973459908,-0.0586903427868422,-0.0532172519051395,0
"215","slope","Suburban",-0.0456774361877596,-0.0501136947851216,-0.0412411775903976,4.94158961540376e-90
"216","slope","Urban",-0.0316925518429083,-0.0373004521435117,-0.026084651542305,1.81960053972937e-28
"217","slope","Natural",-0.0557534191672088,-0.0584908444685511,-0.0530159938658666,0
"218","slope","Suburban",-0.0454674358112187,-0.0499091139364469,-0.0410257576859905,5.11782783660961e-89
"219","slope","Urban",-0.0312293335834072,-0.0368443329273133,-0.025614334239501,1.26558207307531e-27
"220","slope","Natural",-0.0555000066221809,-0.0582440444648945,-0.0527559687794673,0
"221","slope","Suburban",-0.0441866894812273,-0.0486378214195265,-0.039735557542928,7.37244686441059e-84
"222","slope","Urban",-0.0317535829710942,-0.037379958361355,-0.0261272075808334,2.15248295087283e-28
"223","slope","Natural",-0.0553136152296835,-0.0580479200527729,-0.0525793104065941,0
"224","slope","Suburban",-0.0445924167270266,-0.0490285681124594,-0.0401562653415938,6.35118676190167e-86
"225","slope","Urban",-0.0311228215910048,-0.0367312593608586,-0.025514383821151,1.65407817101881e-27
"226","slope","Natural",-0.0562983779615083,-0.0590304898387827,-0.0535662660842339,0
"227","slope","Suburban",-0.0441756641225614,-0.048608498198345,-0.0397428300467778,1.71563861442727e-84
"228","slope","Urban",-0.0310707243272538,-0.0366754858815039,-0.0254659627730038,1.86698547249715e-27
"229","slope","Natural",-0.0559030473454243,-0.0586423576786338,-0.0531637370122148,0
"230","slope","Suburban",-0.044920085085884,-0.0493666308617935,-0.0404735393099745,9.25994570861079e-87
"231","slope","Urban",-0.0315142021175135,-0.0371326944146845,-0.0258957098203424,4.5709009666896e-28
"232","slope","Natural",-0.0561784490451993,-0.0589153343869245,-0.053441563703474,0
"233","slope","Suburban",-0.0448219119035278,-0.0492613992071937,-0.0403824245998619,1.1685233156913e-86
"234","slope","Urban",-0.0302221976168491,-0.0358324416290796,-0.0246119536046187,5.09307245194374e-26
"235","slope","Natural",-0.0564336660056785,-0.0591697780388323,-0.0536975539725248,0
"236","slope","Suburban",-0.0445280890961231,-0.0489666660203164,-0.0400895121719297,1.36373442468921e-85
"237","slope","Urban",-0.0293395807294805,-0.0349485657125353,-0.0237305957464257,1.25345900399408e-24
"238","slope","Natural",-0.0559852466701466,-0.0587256798264714,-0.0532448135138218,0
"239","slope","Suburban",-0.0450889752908558,-0.0495346774494385,-0.0406432731322732,1.98984865912022e-87
"240","slope","Urban",-0.0289304317881055,-0.0345505329551777,-0.0233103306210333,6.64625227232861e-24
"241","slope","Natural",-0.0557802409235034,-0.0585177974884227,-0.0530426843585841,0
"242","slope","Suburban",-0.0441308913856232,-0.0485742079490091,-0.0396875748222374,6.12471240893994e-84
"243","slope","Urban",-0.0289126740398882,-0.0345287226263471,-0.0232966254534294,6.57355136897498e-24
"244","slope","Natural",-0.0557277060042487,-0.0584599267075894,-0.0529954853009081,0
"245","slope","Suburban",-0.0445919084550078,-0.0490261278396605,-0.0401576890703551,5.39468278752481e-86
"246","slope","Urban",-0.0272497793915502,-0.0328528879428639,-0.0216466708402366,1.63862608342281e-21
"247","slope","Natural",-0.0560107931169967,-0.0587570409562432,-0.0532645452777503,0
"248","slope","Suburban",-0.0436188601720155,-0.0480753335228576,-0.0391623868211733,1.37883890913616e-81
"249","slope","Urban",-0.029314831765174,-0.0349481367541538,-0.0236815267761943,2.15968969545362e-24
"250","slope","Natural",-0.0560425202231893,-0.0587808245915619,-0.0533042158548166,0
"251","slope","Suburban",-0.0440986983600711,-0.0485396258530113,-0.039657770867131,6.58257153495632e-84
"252","slope","Urban",-0.0326482320441153,-0.0382638391645259,-0.0270326249237047,5.01444476240774e-30
"253","slope","Natural",-0.0565992130326329,-0.059330583433816,-0.0538678426314498,0
"254","slope","Suburban",-0.0445209760394215,-0.0489513975006373,-0.0400905545782056,7.15780478249629e-86
"255","slope","Urban",-0.0310186817569306,-0.0366158875671733,-0.025421475946688,1.94088632820762e-27
"256","slope","Natural",-0.0562925417499036,-0.0590326663768963,-0.0535524171229108,0
"257","slope","Suburban",-0.044877254228475,-0.0493206020878564,-0.0404339063690935,1.0142934636159e-86
"258","slope","Urban",-0.032945825164782,-0.038564131076907,-0.027327519252657,1.62055824752973e-30
"259","slope","Natural",-0.0565174598489813,-0.0592498418850613,-0.0537850778129012,0
"260","slope","Suburban",-0.0432284713261453,-0.0476600890812985,-0.0387968535709921,4.74523159902546e-81
"261","slope","Urban",-0.0322576062566682,-0.0378635290343683,-0.0266516834789681,1.89638254139747e-29
"262","slope","Natural",-0.0562672233035085,-0.0590067944301152,-0.0535276521769018,0
"263","slope","Suburban",-0.0446678482833559,-0.049112705597993,-0.0402229909687188,7.04730743210186e-86
"264","slope","Urban",-0.0345286989355166,-0.0401475458526512,-0.0289098520183821,2.42531973053087e-33
"265","slope","Natural",-0.0567492007005886,-0.0594865856295161,-0.0540118157716612,0
"266","slope","Suburban",-0.0446811994652309,-0.0491243546962913,-0.0402380442341704,5.42109645476754e-86
"267","slope","Urban",-0.0312599969794153,-0.0368730382087815,-0.0256469557500491,1.07950717292548e-27
"268","slope","Natural",-0.0554822395287842,-0.0582201974291571,-0.0527442816284113,0
"269","slope","Suburban",-0.044458567540548,-0.0488988094453887,-0.0400183256357072,2.86118364377205e-85
"270","slope","Urban",-0.0328368141992917,-0.0384508849834573,-0.027222743415126,2.27345188298564e-30
"271","slope","Natural",-0.0558315880904422,-0.0585599237550582,-0.0531032524258262,0
"272","slope","Suburban",-0.0453276156200412,-0.0497529067271333,-0.040902324512949,4.00232640287893e-89
"273","slope","Urban",-0.0308707462139817,-0.0364653284625693,-0.0252761639653941,3.22890440734309e-27
"274","slope","Natural",-0.0559140315952042,-0.0586578714398042,-0.0531701917506041,0
"275","slope","Suburban",-0.0454295349075934,-0.0498775590317951,-0.0409815107833916,1.25858896831787e-88
"276","slope","Urban",-0.0317139807000865,-0.0373373769437881,-0.0260905844563848,2.35099541719074e-28
"277","slope","Natural",-0.0560076003175909,-0.0587444162168744,-0.0532707844183074,0
"278","slope","Suburban",-0.0443374192134623,-0.0487791829529628,-0.0398956554739619,9.20850163208331e-85
"279","slope","Urban",-0.0319898193398917,-0.0376036334689481,-0.0263760052108352,6.50262656831513e-29
"280","slope","Natural",-0.056234146742786,-0.0589624320567767,-0.0535058614287953,0
"281","slope","Suburban",-0.0441181878194144,-0.048545123013338,-0.0396912526254908,1.69648875506625e-84
"282","slope","Urban",-0.0313888609678301,-0.0369833992614194,-0.0257943226742408,4.41416124382799e-28
"283","slope","Natural",-0.0550014014370073,-0.0577415356465406,-0.0522612672274739,0
"284","slope","Suburban",-0.0468992221826932,-0.0513456440694192,-0.0424528002959672,2.33780934147554e-94
"285","slope","Urban",-0.0278954567290359,-0.0335152683832688,-0.022275645074803,2.42493784306908e-22
"286","slope","Natural",-0.0558374988528105,-0.058571146948239,-0.053103850757382,0
"287","slope","Suburban",-0.0452826019064882,-0.0497150051039165,-0.0408501987090599,1.12681988001101e-88
"288","slope","Urban",-0.0310912654354229,-0.0366948811652872,-0.0254876497055587,1.68469310614586e-27
"289","slope","Natural",-0.0561940180313983,-0.0589234849304317,-0.0534645511323649,0
"290","slope","Suburban",-0.0444492584487486,-0.0488761328326295,-0.0400223840648677,9.77546287868519e-86
