"","abslat","urban2","season","Slope","conf.low","conf.high","p.value"
"72","slope","Urban","Winter",-0.0703486568190523,-0.0758499852267738,-0.0648473284113307,1.713849638433e-137
"73","slope","Natural","Summer",-0.027392891250715,-0.0306130802919462,-0.0241727022094838,3.4586494961148e-62
"74","slope","Natural","Winter",-0.129692637411929,-0.133056423793483,-0.126328851030375,0
"75","slope","Suburban","Summer",-0.0142045615099466,-0.0191802406508049,-0.00922888236908831,2.21554361093862e-08
"76","slope","Suburban","Winter",-0.0954608907470686,-0.0998504766129741,-0.0910713048811631,0
"77","slope","Urban","Summer",-0.0111255303977702,-0.0169130914208031,-0.00533796937473736,0.000164949533947353
"78","slope","Urban","Winter",-0.0705193257493505,-0.0760260990726037,-0.0650125524260973,7.04963137400303e-138
"79","slope","Natural","Summer",-0.0274406788289637,-0.0306501575756236,-0.0242312000823037,8.42473881994493e-63
"80","slope","Natural","Winter",-0.129338924904935,-0.132691883652557,-0.125985966157314,0
"81","slope","Suburban","Summer",-0.0140402564947931,-0.0190015328710314,-0.00907898011855484,2.92894910886644e-08
"82","slope","Suburban","Winter",-0.0956597524361709,-0.100035572466837,-0.0912839324055049,0
"83","slope","Urban","Summer",-0.00948766652647452,-0.0152555828443025,-0.00371975020864655,0.00126497439065862
"84","slope","Urban","Winter",-0.0698295395060373,-0.0753185177804828,-0.0643405612315918,4.10508681523193e-136
"85","slope","Natural","Summer",-0.0271589836891157,-0.0303735223255125,-0.0239444450527189,2.25692623411851e-61
"86","slope","Natural","Winter",-0.129767366595796,-0.13312583632768,-0.126408896863912,0
"87","slope","Suburban","Summer",-0.0142938634604671,-0.0192621526115579,-0.0093255743093762,1.72243066044581e-08
"88","slope","Suburban","Winter",-0.0952790201670296,-0.0996615998756125,-0.0908964404584467,0
"89","slope","Urban","Summer",-0.0077380298282821,-0.0135161031816422,-0.00195995647492197,0.00867147886595673
"90","slope","Urban","Winter",-0.0686921022877141,-0.0741883687187838,-0.0631958358566445,1.79247698117916e-131
"91","slope","Natural","Summer",-0.028270440586263,-0.0314827495094257,-0.0250581316631002,2.04879747071023e-66
"92","slope","Natural","Winter",-0.129144487380475,-0.132499898404961,-0.125789076355989,0
"93","slope","Suburban","Summer",-0.0150971067848415,-0.0200614800427385,-0.0101327335269444,2.53543369541373e-09
"94","slope","Suburban","Winter",-0.0954475996677847,-0.0998276476036105,-0.091067551731959,0
"95","slope","Urban","Summer",-0.0102553881963395,-0.0160284597925784,-0.00448231660010071,0.000498574333298315
"96","slope","Urban","Winter",-0.0704582591544047,-0.0759527925656612,-0.0649637257431482,3.0304646524371e-138
"97","slope","Natural","Summer",-0.0274142330767544,-0.0306194401235939,-0.0242090260299149,7.60116976956928e-63
"98","slope","Natural","Winter",-0.129982693557572,-0.133332092086852,-0.126633295028293,0
"99","slope","Suburban","Summer",-0.0140121389733406,-0.0189680926420536,-0.0090561853046276,3.01657528874426e-08
"100","slope","Suburban","Winter",-0.0946957780316226,-0.0990656572684779,-0.0903258987947673,0
"101","slope","Urban","Summer",-0.00676786437888742,-0.0125297793159262,-0.00100594944184868,0.0213282044299609
"102","slope","Urban","Winter",-0.0693572059445078,-0.0748395816821685,-0.063874830206847,1.23150707295241e-134
"103","slope","Natural","Summer",-0.0273331237457214,-0.0305401449089869,-0.0241261025824559,2.03406956112579e-62
"104","slope","Natural","Winter",-0.130060967914489,-0.133411848577718,-0.12671008725126,0
"105","slope","Suburban","Summer",-0.0143138449940085,-0.0192722238897224,-0.00935546609829455,1.54086499855785e-08
"106","slope","Suburban","Winter",-0.0944945451597682,-0.0988676164548062,-0.0901214738647302,0
"107","slope","Urban","Summer",-0.00994325338772309,-0.0157084440374608,-0.00417806273798537,0.000724364828485225
"108","slope","Urban","Winter",-0.0701207161138974,-0.0756082661334191,-0.0646331660943757,2.70435655574736e-137
"109","slope","Natural","Summer",-0.026709424808308,-0.0299231288481078,-0.0234957207685081,1.86989077252512e-59
"110","slope","Natural","Winter",-0.130039298569805,-0.133396477207434,-0.126682119932176,0
"111","slope","Suburban","Summer",-0.0156262801369218,-0.0205887999350478,-0.0106637603387958,6.81907266470638e-10
"112","slope","Suburban","Winter",-0.0944553856579498,-0.0988382175623262,-0.0900725537535735,0
"113","slope","Urban","Summer",-0.0095480777515028,-0.0153257441971996,-0.00377041130580601,0.00120008602345035
"114","slope","Urban","Winter",-0.0682409604777206,-0.0737363600713775,-0.0627455608840637,7.85683206314263e-130
"115","slope","Natural","Summer",-0.0268348585335872,-0.0300526052526697,-0.0236171118145047,7.52915883060509e-60
"116","slope","Natural","Winter",-0.130049093821857,-0.133411699789689,-0.126686487854024,0
"117","slope","Suburban","Summer",-0.0147564223246149,-0.0197319002141533,-0.00978094443507653,6.18235696915722e-09
"118","slope","Suburban","Winter",-0.0955848975023887,-0.0999741141736605,-0.0911956808311168,0
"119","slope","Urban","Summer",-0.00784951644785904,-0.0136346843896982,-0.00206434850601985,0.00783057025562817
"120","slope","Urban","Winter",-0.0733536062900364,-0.078857721663525,-0.0678494909165478,4.65260796967237e-149
"121","slope","Natural","Summer",-0.0282607732433013,-0.0314742240751716,-0.025047322411431,2.51850992053887e-66
"122","slope","Natural","Winter",-0.130581705287514,-0.133938317522839,-0.127225093052188,0
"123","slope","Suburban","Summer",-0.0150855977682994,-0.0200523818947553,-0.0101188136418435,2.6532814288282e-09
"124","slope","Suburban","Winter",-0.095899152433997,-0.100280411846596,-0.0915178930213986,0
"125","slope","Urban","Summer",-0.0108203324172852,-0.0165961464900159,-0.00504451834455447,0.000241100974248164
"126","slope","Urban","Winter",-0.0703719297022891,-0.0758674782697364,-0.0648763811348417,7.28034961853656e-138
"127","slope","Natural","Summer",-0.0273839953910036,-0.0306037901953787,-0.0241642005866286,3.65796178536386e-62
"128","slope","Natural","Winter",-0.131050465776883,-0.134414224796813,-0.127686706756953,0
"129","slope","Suburban","Summer",-0.014444592296677,-0.0194188809195416,-0.00947030367381241,1.26779540427037e-08
"130","slope","Suburban","Winter",-0.0941178297088846,-0.0985064049335137,-0.0897292544842556,0
"131","slope","Urban","Summer",-0.00911425374091367,-0.014902728465687,-0.00332577901614032,0.00202905038222176
"132","slope","Urban","Winter",-0.0660649158493291,-0.0715714333795673,-0.0605583983190908,2.1850408546455e-121
"133","slope","Natural","Summer",-0.0267197393681751,-0.0299303967814559,-0.0235090819548943,1.31319935667515e-59
"134","slope","Natural","Winter",-0.131232303650599,-0.134585588317659,-0.127879018983539,0
"135","slope","Suburban","Summer",-0.0137219192670886,-0.0186813841035572,-0.00876245443061992,5.89610149125405e-08
"136","slope","Suburban","Winter",-0.0941257930632229,-0.0985017136897338,-0.089749872436712,0
"137","slope","Urban","Summer",-0.00883909004027165,-0.0146104596898285,-0.00306772039071481,0.00268510990414015
"138","slope","Urban","Winter",-0.071409380790631,-0.0768998765540936,-0.0659188850271684,4.04003120678402e-142
"139","slope","Natural","Summer",-0.027155969128206,-0.0303718322287564,-0.0239401060276556,2.60335237054015e-61
"140","slope","Natural","Winter",-0.129710028624237,-0.133069849959587,-0.126350207288887,0
"141","slope","Suburban","Summer",-0.0137039981973451,-0.0186753081847925,-0.00873268820989774,6.59208471946909e-08
"142","slope","Suburban","Winter",-0.0941282809309174,-0.098511813483714,-0.0897447483781209,0
"143","slope","Urban","Summer",-0.00921256301659824,-0.0149917399388791,-0.00343338609431742,0.00178261169186442
"144","slope","Urban","Winter",-0.0700135708706719,-0.0755120481811071,-0.0645150935602367,2.35995764577568e-136
"145","slope","Natural","Summer",-0.0283759665955603,-0.0315898727154554,-0.0251620604756651,7.85013233394549e-67
"146","slope","Natural","Winter",-0.130006836476958,-0.133365026726327,-0.12664864622759,0
"147","slope","Suburban","Summer",-0.0139943202875439,-0.0189631751484849,-0.00902546542660284,3.40802041193728e-08
"148","slope","Suburban","Winter",-0.0949995970275626,-0.0993822613127733,-0.0906169327423519,0
"149","slope","Urban","Summer",-0.008998591910024,-0.014775942871292,-0.00322124094875595,0.00226825716377638
"150","slope","Urban","Winter",-0.0709002210164256,-0.0763976802682925,-0.0654027617645586,8.45436022317646e-140
"151","slope","Natural","Summer",-0.0279645053348361,-0.0311816641186786,-0.0247473465509936,7.68586426984522e-65
"152","slope","Natural","Winter",-0.129280872636183,-0.132642679580547,-0.125919065691819,0
"153","slope","Suburban","Summer",-0.0148546009389974,-0.0198269296512164,-0.0098822722267785,4.79594697706084e-09
"154","slope","Suburban","Winter",-0.0945907665374869,-0.0989778192696475,-0.0902037138053263,0
"155","slope","Urban","Summer",-0.00997293889068627,-0.0157563216222078,-0.00418955615916478,0.00072587593144536
"156","slope","Urban","Winter",-0.0695883647046377,-0.0750923515006855,-0.0640843779085899,1.77816840190119e-134
"157","slope","Natural","Summer",-0.0277166562279472,-0.0309215726075139,-0.0245117398483806,3.32146423630355e-64
"158","slope","Natural","Winter",-0.130729926458758,-0.134078422756207,-0.127381430161309,0
"159","slope","Suburban","Summer",-0.0127360009718233,-0.017687754332967,-0.00778424761067952,4.64725697062571e-07
"160","slope","Suburban","Winter",-0.0940686152373292,-0.0984388622984746,-0.0896983681761839,0
"161","slope","Urban","Summer",-0.00637351797390894,-0.0121336918895541,-0.000613344058263807,0.0301093708010797
"162","slope","Urban","Winter",-0.0711258139397945,-0.0766066113816225,-0.0656450164979665,1.65685733033225e-141
"163","slope","Natural","Summer",-0.0280037629061686,-0.0312193360416703,-0.0247881897706668,4.43912720842804e-65
"164","slope","Natural","Winter",-0.129472518612949,-0.13283162737236,-0.126113409853537,0
"165","slope","Suburban","Summer",-0.0142168275580089,-0.0191848138628051,-0.00924884125321267,2.04958011975759e-08
"166","slope","Suburban","Winter",-0.0940244982374515,-0.0984084535969778,-0.0896405428779252,0
"167","slope","Urban","Summer",-0.00841992315722892,-0.0141999783449344,-0.00263986796952344,0.0043031911667771
"168","slope","Urban","Winter",-0.0704273393146939,-0.0759266342518729,-0.0649280443775149,6.81815825639282e-138
"169","slope","Natural","Summer",-0.0272284068921494,-0.0304413590513892,-0.0240154547329096,9.79368845297216e-62
"170","slope","Natural","Winter",-0.128944929421218,-0.1323022321659,-0.125587626676536,0
"171","slope","Suburban","Summer",-0.0139049474932487,-0.0188704763792801,-0.00893941860721735,4.07645084056052e-08
"172","slope","Suburban","Winter",-0.0937282720610295,-0.0981092170628907,-0.0893473270591683,0
"173","slope","Urban","Summer",-0.0082185698894756,-0.01399436918559,-0.00244277059336122,0.00529001876197086
"174","slope","Urban","Winter",-0.0691996032821856,-0.0746958916120517,-0.0637033149523194,2.23778024007398e-133
"175","slope","Natural","Summer",-0.0273204737302297,-0.0305293478137024,-0.024111599646757,2.71548120752066e-62
"176","slope","Natural","Winter",-0.13038622997897,-0.133738267704492,-0.127034192253447,0
"177","slope","Suburban","Summer",-0.0142368775272571,-0.0191972364817904,-0.0092765185727238,1.86261784270384e-08
"178","slope","Suburban","Winter",-0.0951656137474139,-0.0995406578640317,-0.090790569630796,0
"179","slope","Urban","Summer",-0.00775863048942957,-0.0135262444550027,-0.00199101652385641,0.00837660396478402
"180","slope","Urban","Winter",-0.0668897473189083,-0.0723780942046992,-0.0614014004331175,3.60006390346975e-125
"181","slope","Natural","Summer",-0.0268059461792593,-0.0300161227426724,-0.0235957696158462,5.35603960310278e-60
"182","slope","Natural","Winter",-0.129615916953238,-0.132968799904359,-0.126263034002117,0
"183","slope","Suburban","Summer",-0.0141599082439261,-0.0191185262898531,-0.00920129019799913,2.1951936699914e-08
"184","slope","Suburban","Winter",-0.0948056775902493,-0.0991798527293167,-0.0904315024511819,0
"185","slope","Urban","Summer",-0.00605443387670932,-0.011823637645949,-0.000285230107469643,0.0396997482081176
"186","slope","Urban","Winter",-0.069672902460954,-0.075161046290302,-0.0641847586316061,1.47601474427966e-135
"187","slope","Natural","Summer",-0.0271222926628479,-0.0303375821839696,-0.0239070031417261,3.47811547839538e-61
"188","slope","Natural","Winter",-0.130426315305034,-0.133785311390781,-0.127067319219287,0
"189","slope","Suburban","Summer",-0.0134540323355447,-0.0184228178852091,-0.00848524678588027,1.11967181822789e-07
"190","slope","Suburban","Winter",-0.0954341475897138,-0.0998176440797084,-0.0910506510997193,0
"191","slope","Urban","Summer",-0.0121677426721395,-0.0179450812386129,-0.00639040410566609,3.6665837706495e-05
"192","slope","Urban","Winter",-0.0718774286966037,-0.077375551640154,-0.0663793057530534,1.47895348120722e-143
"193","slope","Natural","Summer",-0.0275489046062697,-0.0307603132146201,-0.0243374959979193,3.30426584923015e-63
"194","slope","Natural","Winter",-0.128934524234122,-0.132289139228008,-0.125579909240236,0
"195","slope","Suburban","Summer",-0.0139604181757946,-0.0189225541993481,-0.00899828215224118,3.52457356541793e-08
"196","slope","Suburban","Winter",-0.0943740095245484,-0.0987524439710718,-0.0899955750780249,0
"197","slope","Urban","Summer",-0.00724587820000516,-0.0130184196176361,-0.00147333678237426,0.0138870166121671
"198","slope","Urban","Winter",-0.0706145227525057,-0.0761055718957564,-0.0651234736092549,5.12106173027534e-139
"199","slope","Natural","Summer",-0.0269324358804927,-0.0301541376281244,-0.023710734132861,3.96647849880983e-60
"200","slope","Natural","Winter",-0.129999622448437,-0.133365785148503,-0.126633459748372,0
"201","slope","Suburban","Summer",-0.0135409448223984,-0.0185195919417503,-0.00856229770304656,9.83012396796232e-08
"202","slope","Suburban","Winter",-0.0967881088809231,-0.101179143597826,-0.0923970741640199,0
"203","slope","Urban","Summer",-0.0092544554496995,-0.0150428448416517,-0.00346606605774727,0.00172760205754506
"204","slope","Urban","Winter",-0.0690263065370869,-0.0745359351959023,-0.0635166778782714,4.25543995788514e-132
"205","slope","Natural","Summer",-0.0269744158045066,-0.0301936817982341,-0.023755149810779,2.132817315584e-60
"206","slope","Natural","Winter",-0.130839803358854,-0.134202620137464,-0.127476986580245,0
"207","slope","Suburban","Summer",-0.0137612218499718,-0.0187338829822403,-0.00878856071770324,5.85993913857329e-08
"208","slope","Suburban","Winter",-0.0958822823667151,-0.100271689649193,-0.0914928750842369,0
"209","slope","Urban","Summer",-0.00593022966910102,-0.0117181480402177,-0.000142311297984387,0.0446271097002617
"210","slope","Urban","Winter",-0.0701740970101057,-0.0756794980405554,-0.064668695979656,1.2523312057993e-136
"211","slope","Natural","Summer",-0.0269799797867715,-0.030197144502358,-0.0237628150711849,1.69271331397881e-60
"212","slope","Natural","Winter",-0.130108461820347,-0.133469127669407,-0.126747795971287,0
"213","slope","Suburban","Summer",-0.0146704615241784,-0.0196407754608948,-0.00970014758746211,7.29843967200844e-09
"214","slope","Suburban","Winter",-0.0943708763280058,-0.0987568686102625,-0.0899848840457491,0
"215","slope","Urban","Summer",-0.00886931051797181,-0.0146510334558749,-0.00308758758006869,0.00264248368980943
"216","slope","Urban","Winter",-0.0695370662725055,-0.0750399428546501,-0.0640341896903609,2.45870746984168e-134
"217","slope","Natural","Summer",-0.0274931996855982,-0.0307121409811418,-0.0242742583900547,1.12399584646881e-62
"218","slope","Natural","Winter",-0.130795824936576,-0.134158829408101,-0.127432820465051,0
"219","slope","Suburban","Summer",-0.0142585959941992,-0.019231584281926,-0.00928560770647239,1.9253648219001e-08
"220","slope","Suburban","Winter",-0.0934346026758947,-0.0978288466658669,-0.0890403586859226,0
"221","slope","Urban","Summer",-0.0074684247850505,-0.013253513501472,-0.00168333606862897,0.0113988550868196
"222","slope","Urban","Winter",-0.0693558656390994,-0.0748602014297509,-0.0638515298484479,1.39029652052442e-133
"223","slope","Natural","Summer",-0.0279139126260207,-0.0311229461890291,-0.0247048790630122,6.24485752182038e-65
"224","slope","Natural","Winter",-0.130199123711544,-0.133550025205417,-0.12684822221767,0
"225","slope","Suburban","Summer",-0.0122275884677167,-0.0171855496637161,-0.00726962727171729,1.34401199118903e-06
"226","slope","Suburban","Winter",-0.0936809271367866,-0.0980553410751968,-0.0893065131983765,0
"227","slope","Urban","Summer",-0.00925454999489884,-0.0150206452927914,-0.00348845469700632,0.00165744940495164
"228","slope","Urban","Winter",-0.0710043546110604,-0.0764905983825112,-0.0655181108396097,9.22060605776529e-141
"229","slope","Natural","Summer",-0.0281549942553189,-0.0313697042648183,-0.0249402842458196,8.53016384414336e-66
"230","slope","Natural","Winter",-0.129110920941191,-0.132468686108204,-0.125753155774177,0
"231","slope","Suburban","Summer",-0.0150108226962109,-0.0199785838759013,-0.0100430615165204,3.19843071689387e-09
"232","slope","Suburban","Winter",-0.0951049018955277,-0.0994862778392227,-0.0907235259518328,0
"233","slope","Urban","Summer",-0.0113823663652193,-0.0171583019805236,-0.005606430749915,0.00011240665789296
"234","slope","Urban","Winter",-0.071581833496446,-0.0770799813893574,-0.0660836856035346,2.10344588568621e-142
"235","slope","Natural","Summer",-0.0279716081350565,-0.0311887688467495,-0.0247544474233634,7.14307413816835e-65
"236","slope","Natural","Winter",-0.129960078341175,-0.133320327046242,-0.126599829636109,0
"237","slope","Suburban","Summer",-0.0140018592933503,-0.0189728590137169,-0.00903085957298356,3.39659100878677e-08
"238","slope","Suburban","Winter",-0.0935228920012176,-0.0979087977522182,-0.0891369862502169,0
"239","slope","Urban","Summer",-0.00602026764733321,-0.0118027528594419,-0.000237782435224511,0.041295026574993
"240","slope","Urban","Winter",-0.0723356282833464,-0.07783829415644,-0.0668329624102528,4.07445937559626e-145
"241","slope","Natural","Summer",-0.0277383670076283,-0.030951794670381,-0.0245249393448757,5.66428677697369e-64
"242","slope","Natural","Winter",-0.129350548898415,-0.132707458741883,-0.125993639054948,0
"243","slope","Suburban","Summer",-0.0143025184154842,-0.0192691326015147,-0.00933590422945377,1.67008291757005e-08
"244","slope","Suburban","Winter",-0.0944873325619046,-0.0988694230221421,-0.0901052421016671,0
"245","slope","Urban","Summer",-0.0108556282595946,-0.0166331249246508,-0.00507813159453835,0.00023101798194528
"246","slope","Urban","Winter",-0.0675113614658474,-0.0730073471926569,-0.0620153757390378,4.16653277476853e-127
"247","slope","Natural","Summer",-0.028447242493887,-0.0316535931641183,-0.0252408918236557,1.82992486459622e-67
"248","slope","Natural","Winter",-0.129854883744114,-0.133204986080332,-0.126504781407896,0
"249","slope","Suburban","Summer",-0.0132604741016312,-0.0182163346822416,-0.00830461352102078,1.57583273316634e-07
"250","slope","Suburban","Winter",-0.096587586951617,-0.100958133915152,-0.0922170399880823,0
"251","slope","Urban","Summer",-0.00885941819198934,-0.0146223850419583,-0.00309645134202034,0.00258721917768681
"252","slope","Urban","Winter",-0.069243992982849,-0.0747270189458109,-0.0637609670198871,3.5535779575948e-134
"253","slope","Natural","Summer",-0.0271677867632316,-0.0303821739842685,-0.0239533995421946,2.03922728811596e-61
"254","slope","Natural","Winter",-0.129422542602289,-0.132781049825709,-0.126064035378868,0
"255","slope","Suburban","Summer",-0.0134365299130861,-0.0184040147433284,-0.00846904508284383,1.15401825228713e-07
"256","slope","Suburban","Winter",-0.0936605033357453,-0.0980426569720687,-0.0892783496994219,0
"257","slope","Urban","Summer",-0.00726683696744368,-0.0130428098519734,-0.001490864082914,0.0136699045325432
"258","slope","Urban","Winter",-0.0709426226867974,-0.0764409320393866,-0.0654443133342082,6.39655600596886e-140
"259","slope","Natural","Summer",-0.0277710052000178,-0.0309812799819007,-0.0245607304181348,3.05826847386285e-64
"260","slope","Natural","Winter",-0.130241696398874,-0.133595970080961,-0.126887422716787,0
"261","slope","Suburban","Summer",-0.0143630901420524,-0.0193260437813655,-0.00940013650273934,1.41822523811013e-08
"262","slope","Suburban","Winter",-0.095222987649658,-0.0995997138108581,-0.0908462614884578,0
"263","slope","Urban","Summer",-0.0084024432141793,-0.0141730778826656,-0.00263180854569299,0.00432050947407619
"264","slope","Urban","Winter",-0.0680189448926904,-0.0735092315824756,-0.0625286582029051,3.05067352636078e-129
"265","slope","Natural","Summer",-0.0274580436941219,-0.0306670227413478,-0.024249064646896,6.75646664595334e-63
"266","slope","Natural","Winter",-0.129357839538856,-0.132709181139974,-0.126006497937739,0
"267","slope","Suburban","Summer",-0.0137885494640343,-0.0187507276951619,-0.0088263712329067,5.1728955996631e-08
"268","slope","Suburban","Winter",-0.0942473712379377,-0.0986226120543135,-0.0898721304215618,0
"269","slope","Urban","Summer",-0.0116058049010039,-0.0173752607845086,-0.00583634901749922,8.0689834632856e-05
"270","slope","Urban","Winter",-0.0725211206328426,-0.0780073661324404,-0.0670348751332448,1.06467515856264e-146
"271","slope","Natural","Summer",-0.0274622898374342,-0.0306780018680492,-0.0242465778068193,1.1626663931659e-62
