long,lat,cell_5km,number_checklists,total_SR,total_duration,avg_duration,no_months,square,urban,season,urban2,geometry,elevation,elev_units,x,y,precip,hemisphere,abslat
-165.79635636923192,64.6867087826423,2433792,150,64,19411,17.2388987566607,2,r1c1,1,summer,Natural,"c(-9728500.00000002, 7312499.99999999)",174,meters,-9728500.000000019,7312499.999999991,432.1433521987164,northern,64.6867087826423
-165.71114469406658,64.6867087826423,2433793,138,54,76637,69.67,2,r1c1,1,summer,Natural,"c(-9723500.00000002, 7312499.99999999)",108,meters,-9723500.00000002,7312499.999999991,435.41649897727996,northern,64.6867087826423
-164.26254621625554,64.6867087826423,2433810,154,51,33382,32.9536031589339,3,r1c1,1,summer,Natural,"c(-9638500.00000002, 7312499.99999999)",140,meters,-9638500.000000022,7312499.999999991,436.9440361555776,northern,64.6867087826423
-165.2390938223901,64.6313565828234,2441013,148,71,58132,37.9699542782495,3,r1c1,1,summer,Natural,"c(-9708500.00000002, 7307499.99999999)",158,meters,-9708500.000000019,7307499.999999992,432.7805308118476,northern,64.6313565828234
-165.6185970500396,64.57604477491708,2448223,292,73,54701,21.2678849144635,3,r1c1,1,summer,Natural,"c(-9743500.00000001, 7302499.99999999)",101,meters,-9743500.000000015,7302499.999999993,433.7486412597709,northern,64.57604477491708
-165.5336077766522,64.57604477491708,2448224,201,78,67302,27.4477977161501,2,r1c1,1,summer,Natural,"c(-9738500.00000001, 7302499.99999999)",54,meters,-9738500.000000015,7302499.999999993,432.5601033097792,northern,64.57604477491708
-164.51373649600328,64.57604477491708,2448236,182,94,51993,27.2929133858268,3,r1c1,1,summer,Natural,"c(-9678500.00000001, 7302499.99999999)",26,meters,-9678500.000000015,7302499.999999993,422.81218074206436,northern,64.57604477491708
-165.40338923736846,64.5207732049661,2455440,123,60,34844,32.2928637627433,3,r1c1,1,summer,Natural,"c(-9743500.00000001, 7297500)",25,meters,-9743500.000000007,7297499.999999994,425.20742637701073,northern,64.5207732049661
-165.23363156380418,64.5207732049661,2455442,151,49,21415,20.2601702932829,3,r1c1,1,summer,Natural,"c(-9733500.00000001, 7297500)",37,meters,-9733500.00000001,7297499.999999994,422.3323033029939,northern,64.5207732049661
-138.24216146708167,64.5207732049661,2455760,160,64,92990,86.4219330855019,3,r1c1,1,summer,Natural,"c(-8143500.00000001, 7297500)",1106,meters,-8143500.000000008,7297499.999999994,421.3739063770032,northern,64.5207732049661
-138.15728263029953,64.5207732049661,2455761,105,50,46409,88.9061302681992,3,r1c1,1,summer,Natural,"c(-8138500.00000001, 7297500)",1426,meters,-8138500.0000000065,7297499.999999994,417.64011820319104,northern,64.5207732049661
-165.10439582473526,64.46554171999901,2462658,495,116,211749,37.765115034778,3,r1c1,1,summer,Natural,"c(-9738500.00000001, 7292499.99999999)",21,meters,-9738500.000000013,7292499.999999992,425.0752002945412,northern,64.46554171999901
-139.52073365687673,64.08003105797545,2513464,131,77,65806,69.6359788359788,3,r1c1,1,summer,Natural,"c(-8303500.00000001, 7257500)",722,meters,-8303500.0000000065,7257499.999999996,315.9848760199478,northern,64.08003105797545
-149.10294021174522,63.86059820406201,2542209,145,79,45850,36.7977528089888,3,r1c1,1,summer,Natural,"c(-8918500.00000001, 7237500)",648,meters,-8918500.00000001,7237499.999999995,399.8682862409191,northern,63.86059820406201
-149.31590008773955,63.7511122853198,2556636,282,82,144288,83.3071593533487,3,r1c1,1,summer,Natural,"c(-8953500.00000001, 7227500)",1119,meters,-8953500.000000007,7227499.999999996,455.52500533147077,northern,63.7511122853198
-148.98236370512328,63.7511122853198,2556640,549,104,281065,82.1827485380117,3,r1c1,1,summer,Natural,"c(-8933500.00000001, 7227500)",1171,meters,-8933500.000000007,7227499.999999996,407.510082508544,northern,63.7511122853198
-148.89897960946922,63.7511122853198,2556641,171,71,32399,44.0802721088435,3,r1c1,1,summer,Natural,"c(-8928500.00000001, 7227500)",512,meters,-8928500.000000007,7227499.999999996,392.45783281640524,northern,63.7511122853198
-149.2143187037622,63.69642645887595,2563852,140,55,68844,72.3151260504202,3,r1c1,1,summer,Natural,"c(-8958500.00000001, 7222500)",952,meters,-8958500.00000001,7222499.999999995,447.42257191750946,northern,63.69642645887595
-148.780631577003,63.64177853512193,2571072,206,71,70450,62.180052956752,3,r1c1,1,summer,Natural,"c(-8943500, 7217500)",602,meters,-8943500.000000006,7217499.999999996,382.65410892628404,northern,63.64177853512193
-150.90456973214785,63.5325958430034,2585476,105,97,85320,102.548076923077,3,r1c1,1,summer,Natural,"c(-9093500, 7207500)",881,meters,-9093500.000000002,7207499.999999998,549.1597808577371,northern,63.5325958430034
-150.28808269388554,63.423563111991456,2599913,120,44,56051,93.8877721943049,3,r1c1,1,summer,Natural,"c(-9078500, 7197500)",1084,meters,-9078500.000000006,7197499.999999996,582.8010063500677,northern,63.423563111991456
-148.7827620661668,63.36910264272684,2607146,227,85,62296,33.8749320282762,3,r1c1,1,summer,Natural,"c(-8998500, 7192500)",743,meters,-8998500.000000006,7192499.999999998,426.3519585136284,northern,63.36910264272684
-148.61742032913708,63.36910264272684,2607148,151,75,35853,22.2275263484191,3,r1c1,1,summer,Natural,"c(-8988500, 7192500)",794,meters,-8988500.000000004,7192499.999999998,402.99083969045597,northern,63.36910264272684
-148.36940772359256,63.36910264272684,2607151,117,71,32087,37.793875147232,3,r1c1,1,summer,Natural,"c(-8973500, 7192500)",751,meters,-8973500.000000002,7192499.999999998,388.7533229555034,northern,63.36910264272684
-148.1897136745576,63.314679258366475,2614368,127,59,18984,24.7832898172324,3,r1c1,1,summer,Natural,"c(-8973500, 7187500)",755,meters,-8973500.000000006,7187499.999999996,373.4767229844234,northern,63.314679258366475
-146.49254659708754,63.097353913266986,2643248,172,91,69127,40.5674882629108,3,r1c1,1,summer,Natural,"c(-8913500, 7167500)",883,meters,-8913500.000000006,7167499.999999999,307.6710414260615,northern,63.097353913266986
-145.98954809010803,63.0431139678238,2650469,322,120,333081,83.81504781077,3,r1c1,1,summer,Natural,"c(-8893500, 7162500)",930,meters,-8893500.000000006,7162499.999999997,288.5872862808616,northern,63.0431139678238
-145.9074715465143,63.0431139678238,2650470,157,83,134371,77.9414153132251,3,r1c1,1,summer,Natural,"c(-8888500, 7162500)",917,meters,-8888500.000000002,7162499.999999997,290.6044417316691,northern,63.0431139678238
-145.7433184593269,63.0431139678238,2650472,109,72,73569,80.4032786885246,3,r1c1,1,summer,Natural,"c(-8878500, 7162500)",1036,meters,-8878500.000000002,7162499.999999997,291.99721498195424,northern,63.0431139678238
-150.01200760112079,62.71843203507237,2693709,132,83,100411,59.6973840665874,3,r1c1,1,summer,Natural,"c(-9203500, 7132500)",702,meters,-9203499.999999998,7132499.999999999,759.2436003146086,northern,62.71843203507237
-150.3130011213394,62.61049034670284,2708135,255,77,74143,42.4401831711505,3,r1c1,1,summer,Natural,"c(-9243500, 7122500)",245,meters,-9243500,7122499.999999998,719.1092087458733,northern,62.61049034670284
-149.97635493071925,62.12648542268358,2773073,146,74,24051,24.2694248234107,3,r1c1,1,summer,Natural,"c(-9318500, 7077500)",133,meters,-9318500,7077499.999999997,685.616837359896,northern,62.12648542268358
-149.9594587071621,62.019308088097986,2787503,174,48,34457,31.014401440144,3,r1c1,1,summer,Natural,"c(-9338500, 7067500)",93,meters,-9338500.000000002,7067499.999999997,681.8469795313772,northern,62.019308088097986
-150.17662943794417,61.85879660248187,2809145,175,67,125199,73.8201650943396,3,r1c1,1,summer,Natural,"c(-9383500, 7052500)",31,meters,-9383499.999999998,7052499.999999999,717.7063929745983,northern,61.85879660248187
-150.00951035726985,61.8053601853585,2816362,237,67,265848,74.2799664710813,3,r1c1,1,summer,Natural,"c(-9383500, 7047500)",63,meters,-9383499.999999998,7047500,700.8795051514113,northern,61.8053601853585
-149.63971713384097,61.27282098591518,2888516,209,81,228844,113.626613704072,3,r1c1,1,summer,Natural,"c(-9463500, 6997500)",113,meters,-9463499.999999998,6997499.999999999,719.3932923834471,northern,61.27282098591518
-149.24149836144954,61.21974714162262,2895736,154,92,193626,106.038335158817,3,r1c1,1,summer,Natural,"c(-9448500, 6992500)",624,meters,-9448500,6992499.999999999,697.1274151192924,northern,61.21974714162262
-149.1527587509974,60.9548604321453,2931812,108,54,22403,35.6735668789809,3,r1c1,1,summer,Natural,"c(-9493500, 6967500)",67,meters,-9493500,6967499.999999999,796.5804873557128,northern,60.9548604321453
-149.07420355072827,60.9548604321453,2931813,303,104,122925,54.6819395017794,3,r1c1,1,summer,Natural,"c(-9488500, 6967500)",785,meters,-9488499.999999998,6967499.999999999,787.1127325258426,northern,60.9548604321453
-149.228634267715,60.79631064295573,2953456,111,39,36145,40.5213004484305,3,r1c1,1,summer,Natural,"c(-9528500, 6952500)",561,meters,-9528500,6952499.999999999,847.9409227878775,northern,60.79631064295573
-135.21177666477593,60.79631064295573,2953635,479,107,320067,54.0653716216216,3,r1c1,1,summer,Natural,"c(-8633500, 6952500)",763,meters,-8633500.000000002,6952499.999999999,266.8542907664502,northern,60.79631064295573
-149.3847504386727,60.74352379882506,2960669,106,49,61280,53.8488576449912,3,r1c1,1,summer,Natural,"c(-9548500, 6947500)",448,meters,-9548500,6947500,864.8069137990176,northern,60.74352379882506
-137.49467238103105,60.74352379882506,2960821,129,106,61561,51.4724080267559,3,r1c1,1,summer,Natural,"c(-8788500, 6947500)",633,meters,-8788500,6947500,352.6567252943955,northern,60.74352379882506
-135.22617064634946,60.74352379882506,2960850,109,87,99409,56.578827546955,3,r1c1,1,summer,Natural,"c(-8643500, 6947500)",1146,meters,-8643500,6947500,289.0977880733332,northern,60.74352379882506
-135.08450083636777,60.690768327421054,2968067,199,112,208532,77.550018594273,3,r1c1,1,summer,Natural,"c(-8643500, 6942500)",788,meters,-8643499.999999998,6942500,275.2277175506682,northern,60.690768327421054
-135.02143748209085,60.63804412750806,2975283,174,75,66888,53.0436161776368,3,r1c1,1,summer,Natural,"c(-8648500, 6937500)",751,meters,-8648500,6937500,278.6783607834893,northern,60.63804412750806
-151.17718839642043,60.532689139872296,2989506,359,137,208205,47.4055100182149,3,r1c1,1,summer,Natural,"c(-9703500, 6927500)",12,meters,-9703499.999999998,6927499.999999999,723.9785421399997,northern,60.532689139872296
-149.54132455537092,60.532689139872296,2989527,701,103,168059,30.335559566787,3,r1c1,1,summer,Natural,"c(-9598500, 6927500)",591,meters,-9598500,6927499.999999999,931.3912064492288,northern,60.532689139872296
-149.55195053384176,60.1649171020225,3040032,202,66,117688,90.4596464258263,3,r1c1,1,summer,Natural,"c(-9668500, 6892500)",539,meters,-9668500.000000002,6892499.999999998,1125.2587511907725,northern,60.1649171020225
-149.39727095527857,60.1649171020225,3040034,110,60,35632,47.194701986755,3,r1c1,1,summer,Natural,"c(-9658500, 6892500)",64,meters,-9658500.000000002,6892499.999999998,1351.6285443598156,northern,60.1649171020225
-149.31993116599693,60.1649171020225,3040035,335,73,121176,45.1812080536913,3,r1c1,1,summer,Natural,"c(-9653500, 6892500)",537,meters,-9653500.000000002,6892499.999999998,1258.523631778905,northern,60.1649171020225
-132.69187647045163,60.1649171020225,3040250,153,128,90492,53.8002378121284,3,r1c1,1,summer,Natural,"c(-8578500, 6892500)",730,meters,-8578500,6892499.999999998,353.57127652268014,northern,60.1649171020225
-149.32273958118495,60.11250016427166,3047250,173,99,54488,37.8388888888889,3,r1c1,1,summer,Natural,"c(-9663500.00000001, 6887500)",468,meters,-9663500.000000007,6887499.999999998,1319.5194834878837,northern,60.11250016427166
-128.71796485012652,60.06011341869942,3054732,118,96,82600,64.9881982690795,3,r1c1,1,summer,Natural,"c(-8338500, 6882500)",684,meters,-8338500.000000001,6882500,424.02982123222114,northern,60.06011341869942
-151.57701279974737,59.69424365265931,3104941,115,73,68838,54.7201907790143,3,r1c1,1,summer,Natural,"c(-9888500, 6847500)",304,meters,-9888500.000000002,6847499.999999998,756.5189095033752,northern,59.69424365265931
-151.50036972304224,59.69424365265931,3104942,668,85,280198,58.6065676636687,3,r1c1,1,summer,Natural,"c(-9883500, 6847500)",394,meters,-9883500,6847499.999999998,761.6762845323415,northern,59.69424365265931
-151.6701456499219,59.43379332283908,3141015,156,75,125480,80.6426735218509,3,r1c1,1,summer,Natural,"c(-9943500, 6822500)",323,meters,-9943500,6822499.999999999,855.5722480777936,northern,59.43379332283908
-135.27296089871095,59.43379332283908,3141230,263,96,90331,64.0645390070922,3,r1c1,1,summer,Natural,"c(-8868500, 6822500)",1019,meters,-8868500,6822499.999999999,1075.964124601571,northern,59.43379332283908
-126.12104382826763,59.43379332283908,3141350,112,100,147529,90.0115924344112,3,r1c1,1,summer,Natural,"c(-8268500, 6822500)",526,meters,-8268500,6822499.999999999,466.6980253860503,northern,59.43379332283908
-156.71482210482347,58.70835352915489,3241959,103,48,23231,26.2200902934537,3,r1c1,1,summer,Natural,"c(-10413500, 6752500)",21,meters,-10413499.999999998,6752500,500.1583586229399,northern,58.70835352915489
-134.71178034898372,58.45059979107491,3278328,107,74,85306,78.7682363804248,3,r1c1,1,summer,Natural,"c(-8993500, 6727500)",404,meters,-8993500,6727499.999999998,1495.4062772843429,northern,58.45059979107491
-118.3661817114382,57.63033740616208,3393995,291,79,161669,71.3455428067079,3,r1c1,1,summer,Natural,"c(-8018500, 6647500)",895,meters,-8018500.000000001,6647499.999999998,471.28952531781755,northern,57.63033740616208
-170.29532891124148,57.1718985973822,3458226,239,113,206377,89.8072236727589,3,r1c1,1,summer,Natural,"c(-11628500, 6602500)",69,meters,-11628500.000000002,6602499.999999999,604.3820020388389,northern,57.1718985973822
-121.25930464955756,56.26115463420042,3588776,136,131,177106,65.4977810650888,3,r1c1,1,summer,Natural,"c(-8408500, 6512500)",494,meters,-8408500.000000002,6512499.999999998,465.84817604206677,northern,56.26115463420042
-120.82834137412046,56.00957865122426,3624860,136,67,6151,4.23331039229181,1,r1c1,1,summer,Natural,"c(-8413500, 6487500)",801,meters,-8413500.000000002,6487499.999999998,484.3214969707173,northern,56.00957865122426
-122.61301084161947,55.35825343950829,3718638,127,61,91933,93.1438703140831,3,r1c1,1,summer,Natural,"c(-8628500, 6422500)",992,meters,-8628500,6422500,810.636515457016,northern,55.35825343950829
-127.66671132074298,55.258398593609016,3732998,715,131,230218,39.4749657064472,3,r1c1,1,summer,Natural,"c(-8998500, 6412500)",262,meters,-8998500.000000002,6412500,643.8221202101614,northern,55.258398593609016
-127.59577354704693,55.258398593609016,3732999,221,99,60871,34.7041049030787,3,r1c1,1,summer,Natural,"c(-8993500, 6412500)",294,meters,-8993500,6412500,684.5886861876577,northern,55.258398593609016
-127.5248357733509,55.258398593609016,3733000,110,97,83483,69.3380398671096,3,r1c1,1,summer,Natural,"c(-8988500, 6412500)",362,meters,-8988499.999999998,6412500,711.0206147664994,northern,55.258398593609016
-115.56656088258555,54.0671525087585,3906346,165,58,59527,51.4939446366782,3,r1c1,1,summer,Natural,"c(-8298500, 6292500)",806,meters,-8298500.000000003,6292499.999999999,556.9482658529064,northern,54.0671525087585
-122.69324900709536,53.96845212488867,3920675,363,166,1039630,98.9087622490724,3,r1c1,1,summer,Natural,"c(-8823500, 6282500)",558,meters,-8823499.999999998,6282499.999999999,625.9865028806104,northern,53.96845212488867
-112.85704053323866,53.62367191172452,3971327,185,158,241742,71.4790065050266,3,r1c1,1,summer,Natural,"c(-8158500, 6247500)",726,meters,-8158499.999999999,6247499.999999999,474.58834451007607,northern,53.62367191172452
-113.46502630510012,53.57450208956309,3978534,107,111,106896,82.4814814814815,3,r1c1,3,summer,Urban,"c(-8208500, 6242500)",662,meters,-8208500.000000001,6242500,471.5230100127508,northern,53.57450208956309
-113.5197374696979,53.52535322865581,3985749,1560,165,1175448,80.0223296344203,3,r1c1,3,summer,Urban,"c(-8218500, 6237500)",657,meters,-8218499.999999999,6237499.999999998,473.9058400382037,northern,53.52535322865581
-112.96722916541027,53.52535322865581,3985757,191,153,496748,109.175384615385,3,r1c1,1,summer,Natural,"c(-8178500, 6237500)",750,meters,-8178499.999999999,6237499.999999998,478.63253379630424,northern,53.52535322865581
-113.57449632471437,53.47622527544487,3992964,900,158,777308,81.5728827788855,3,r1c1,3,summer,Urban,"c(-8228500, 6232500)",667,meters,-8228500,6232499.999999998,478.134698333728,northern,53.47622527544487
-105.8365544734334,53.427118176579604,4000292,527,156,1216944,102.289989072876,3,r1c1,1,summer,Natural,"c(-7673500, 6227500)",477,meters,-7673500,6227499.999999999,438.3699035645338,northern,53.427118176579604
-122.63990278206677,53.0350058074358,4057774,334,145,312821,45.7675201170446,3,r1c1,1,summer,Natural,"c(-8943500, 6187500)",720,meters,-8943500,6187500.000000001,523.6491803518335,northern,53.0350058074358
-118.01400355482127,52.937182585521576,4072273,207,84,113807,94.9974958263773,3,r1c1,1,summer,Natural,"c(-8618500, 6177500)",1145,meters,-8618499.999999998,6177499.999999999,552.6140089993345,northern,52.937182585521576
-118.13499879257805,52.88830142137316,4079487,169,109,93160,102.599118942731,3,r1c1,1,summer,Natural,"c(-8633500, 6172500)",1176,meters,-8633500,6172499.999999998,542.7867728554097,northern,52.88830142137316
-118.06658216039378,52.88830142137316,4079488,262,160,278218,87.2977721995607,3,r1c1,1,summer,Natural,"c(-8628500, 6172500)",1056,meters,-8628500,6172499.999999998,481.65728048907204,northern,52.88830142137316
-118.11921402570705,52.839440487091316,4086703,178,82,93240,84.5330915684497,3,r1c1,1,summer,Natural,"c(-8638500, 6167500)",1407,meters,-8638499.999999998,6167500.000000001,630.1836102964782,northern,52.839440487091316
-118.05084612964541,52.839440487091316,4086704,123,93,89479,89.3896103896104,3,r1c1,1,summer,Natural,"c(-8633500, 6167500)",1099,meters,-8633500,6167500.000000001,504.0928038031138,northern,52.839440487091316
-122.47601504300903,52.79059973191216,4093855,183,152,492623,112.961018115111,3,r1c1,1,summer,Natural,"c(-8963500, 6162500)",573,meters,-8963500.000000002,6162500,508.4786195044442,northern,52.79059973191216
-117.67846984575105,52.74177910526297,4101141,120,98,66060,68.4559585492228,3,r1c1,1,summer,Natural,"c(-8618500, 6157500)",1721,meters,-8618500,6157499.999999999,715.055038262532,northern,52.74177910526297
-124.37424549138149,51.8663932673183,4230926,157,141,372732,130.829062829063,3,r1c1,1,summer,Natural,"c(-9223500, 6067500)",1443,meters,-9223500,6067499.999999999,403.1137663946646,northern,51.8663932673183
-121.36252913994107,51.72110804663995,4252618,174,163,384386,81.9062433411464,3,r1c1,1,summer,Natural,"c(-9018500, 6052500)",912,meters,-9018499.999999998,6052500,443.5473843929426,northern,51.72110804663995
-120.00297720133123,51.67271782633333,4259854,537,104,129862,35.7352779306549,3,r1c1,1,summer,Natural,"c(-8923500, 6047500)",615,meters,-8923499.999999998,6047499.999999999,712.0239252272229,northern,51.67271782633333
-121.2659679777747,51.624346621746746,4267051,155,129,66976,40.4933494558646,3,r1c1,1,summer,Natural,"c(-9023500, 6042500)",1001,meters,-9023500,6042500,464.53207902918183,northern,51.624346621746746
-114.72814785066616,51.52766107473014,4281580,118,85,81565,58.8492063492063,3,r1c1,1,summer,Natural,"c(-8548500, 6032500)",1329,meters,-8548499.999999996,6032500.000000001,531.4676994589911,northern,51.52766107473014
-114.65130633438318,51.479346640213365,4288797,279,156,378563,75.2460743390976,3,r1c1,1,summer,Natural,"c(-8548500, 6027500)",1330,meters,-8548500.000000002,6027499.999999999,523.4026364931506,northern,51.479346640213365
-116.25004491584494,51.431051037241275,4295989,337,105,232587,83.8151351351351,3,r1c1,1,summer,Natural,"c(-8673500, 6022500)",2015,meters,-8673500,6022500.000000001,838.6503399370972,northern,51.431051037241275
-116.18303042059166,51.431051037241275,4295990,154,93,87909,62.9269863994273,3,r1c1,1,summer,Natural,"c(-8668500, 6022500)",1583,meters,-8668500,6022500.000000001,779.8763634261634,northern,51.431051037241275
-116.44039989883079,51.382774220181375,4303202,211,84,91992,45.0499510284035,3,r1c1,1,summer,Natural,"c(-8693500, 6017500)",2415,meters,-8693500,6017499.999999999,978.7601527727107,northern,51.382774220181375
-116.1621407695052,51.334516143564,4310422,149,88,88424,78.2513274336283,3,r1c1,1,summer,Natural,"c(-8678500, 6012500)",2116,meters,-8678499.999999998,6012500.000000001,851.7629342443995,northern,51.334516143564
-115.88436696022252,51.286276762081336,4317642,126,84,99808,104.620545073375,3,r1c1,1,summer,Natural,"c(-8663500, 6007500)",1868,meters,-8663499.999999998,6007500,684.6272254865988,northern,51.286276762081336
-115.59743642783648,51.18985390409311,4332078,1175,215,1192320,76.6420260975766,3,r1c1,1,summer,Natural,"c(-8653500, 5997500)",1694,meters,-8653500,5997499.999999999,610.1064587346995,northern,51.18985390409311
-114.72019609145718,51.141670337773604,4339307,125,113,149592,79.3591511936339,3,r1c1,1,summer,Natural,"c(-8593500, 5992500)",1393,meters,-8593499.999999998,5992499.999999999,550.9646819360228,northern,51.141670337773604
-117.9131866149431,51.093505286959186,4346475,104,75,59267,64.0724324324324,3,r1c1,1,summer,Natural,"c(-8838500, 5987500)",882,meters,-8838500,5987499.999999999,1518.2959135699646,northern,51.093505286959186
-115.11160612174426,51.093505286959186,4346517,248,139,224080,74.6933333333333,3,r1c1,1,summer,Natural,"c(-8628500, 5987500)",1290,meters,-8628500,5987499.999999999,579.6519944351858,northern,51.093505286959186
-115.04490182428711,51.093505286959186,4346518,320,155,718449,106.848453301606,3,r1c1,1,summer,Natural,"c(-8623500, 5987500)",1306,meters,-8623499.999999998,5987499.999999999,558.1150203391043,northern,51.093505286959186
-114.17774595734461,51.093505286959186,4346531,1124,176,2072812,105.907010014306,3,r1c1,3,summer,Urban,"c(-8558500, 5987500)",1096,meters,-8558499.999999998,5987499.999999999,438.88494789634836,northern,51.093505286959186
-114.1110416598875,51.093505286959186,4346532,3017,186,6116093,131.066625235728,3,r1c1,3,summer,Urban,"c(-8553500, 5987500)",1139,meters,-8553499.999999998,5987499.999999999,429.8457226188286,northern,51.093505286959186
-114.1694049048878,51.045358707138554,4353747,216,70,93287,58.8561514195584,3,r1c1,3,summer,Urban,"c(-8563500, 5982500)",1146,meters,-8563500,5982500,433.764332241459,northern,51.045358707138554
-118.1474832453888,50.94912078321649,4368119,225,172,444242,111.0605,3,r1c1,1,summer,Natural,"c(-8873500, 5972500)",718,meters,-8873499.999999998,5972500,1233.873866587627,northern,50.94912078321649
-114.68567610685258,50.94912078321649,4368171,364,123,337991,75.3939326343966,3,r1c1,1,summer,Natural,"c(-8613500, 5972500)",1472,meters,-8613499.999999998,5972500,615.6272190082528,northern,50.94912078321649
-114.08651717902902,50.94912078321649,4368180,606,155,636509,78.3878078817734,3,r1c1,3,summer,Urban,"c(-8568500, 5972500)",1063,meters,-8568500,5972500,428.1565760346545,northern,50.94912078321649
-114.0199439648264,50.94912078321649,4368181,1035,177,1958543,104.976309160101,3,r1c1,3,summer,Urban,"c(-8563500, 5972500)",1021,meters,-8563499.999999998,5972500,429.1465948006896,northern,50.94912078321649
-114.07858620374545,50.90102935087294,4375396,274,113,171923,48.620757918552,3,r1c1,3,summer,Urban,"c(-8573500, 5967500)",1064,meters,-8573500.000000002,5967500,433.99758021321253,northern,50.90102935087294
-119.44498851358249,50.80490132597383,4389747,277,79,91629,49.6903470715835,3,r1c1,1,summer,Natural,"c(-8988500, 5957500)",886,meters,-8988500,5957499.999999999,709.1222322345263,northern,50.80490132597383
-114.39530328966735,50.80490132597383,4389823,245,99,409043,119.463492990654,3,r1c1,1,summer,Natural,"c(-8608500, 5957500)",1307,meters,-8608500,5957499.999999999,523.5115860073835,northern,50.80490132597383
-114.32886006303688,50.80490132597383,4389824,609,130,378042,66.5215555164526,3,r1c1,1,summer,Natural,"c(-8603500, 5957500)",1239,meters,-8603500.000000002,5957499.999999999,496.6660465714018,northern,50.80490132597383
-114.26241683640643,50.80490132597383,4389825,173,96,83682,51.1816513761468,3,r1c1,1,summer,Natural,"c(-8598500, 5957500)",1189,meters,-8598500.000000002,5957499.999999999,479.7007407171816,northern,50.80490132597383
